order_id,ref_id,qty
22200,JY_280,3
22201,CQ_480,6
22202,JY_390,4
22203,FW_200,8
22204,CQ_340,4
22205,JY_280,2
22206,JY_280,1
22207,FW_190,4
22208,CQ_480,4
22209,FW_60,1
22210,FW_170,4
22211,FW_150,5
22212,FW_70,5
22213,CQ_330,2
22214,CQ_480,3
22215,CQ_20,8
22216,FW_70,4
22217,JY_380,2
22218,CQ_50,4
22219,FW_150,1
22220,JY_350,2
22221,FW_60,3
22222,CQ_20,3
22223,CQ_250,3
22224,FW_150,4
22225,CQ_210,3
22226,CQ_250,2
22227,JY_350,5
22228,FW_100,3
22229,FW_170,2
22230,FW_60,4
22231,CQ_20,2
22232,JY_490,3
22233,FW_200,2
22234,FW_360,5
22235,FW_100,3
22236,CQ_10,4
22237,JY_500,4
22238,FW_150,5
22239,FW_70,4
22240,JY_350,5
22241,FW_360,3
22242,CQ_250,7
22243,JY_500,5
22244,CQ_10,3
22245,CQ_260,4
22246,FW_150,4
22247,CQ_90,3
22248,JY_120,5
22249,JY_310,2
22250,FW_460,3
22251,JY_380,2
22252,CQ_20,3
22253,JY_120,2
22254,FW_230,7
22255,JY_40,3
22256,CQ_10,4
22257,CQ_10,4
22258,JY_120,7
22259,FW_360,4
22260,FW_70,7
22261,CQ_330,2
22262,FW_60,3
22263,JY_500,4
22264,FW_100,2
22265,FW_60,4
22266,JY_280,4
22267,FW_100,1
22268,FW_150,4
22269,FW_70,6
22270,CQ_430,3
22271,FW_170,3
22272,FW_60,3
22273,JY_240,5
22274,CQ_480,5
22275,JY_440,2
22276,FW_200,3
22277,CQ_50,6
22278,FW_70,6
22279,CQ_90,1
22280,FW_450,4
22281,FW_130,3
22282,CQ_250,4
22283,CQ_340,1
22284,FW_60,7
22285,JY_500,7
22286,CQ_320,4
22287,CQ_10,3
22288,JY_120,1
22289,CQ_110,5
22290,JY_440,2
22291,CQ_260,2
22292,FW_200,1
22293,JY_350,2
22294,CQ_420,4
22295,FW_230,7
22296,FW_100,2
22297,JY_40,2
22298,FW_60,3
22299,CQ_480,3
22300,JY_390,2
22301,CQ_90,2
22302,CQ_20,7
22303,FW_150,1
22304,CQ_220,3
22305,FW_80,5
22306,JY_440,5
22307,JY_40,1
22308,FW_80,2
22309,JY_240,4
22310,CQ_260,1
22311,CQ_20,4
22312,CQ_320,4
22313,CQ_20,2
22314,CQ_260,5
22315,JY_40,4
22316,FW_150,3
22317,JY_180,3
22318,FW_70,3
22319,JY_40,3
22320,FW_70,1
22321,FW_400,6
22322,CQ_250,2
22323,CQ_10,4
22324,JY_490,5
22325,FW_200,5
22326,JY_280,7
22327,FW_200,6
22328,JY_240,3
22329,CQ_50,1
22330,FW_200,4
22331,CQ_20,4
22332,CQ_10,1
22333,CQ_10,3
22334,JY_500,4
22335,FW_170,6
22336,FW_200,2
22337,FW_60,3
22338,JY_180,2
22339,JY_380,2
22340,CQ_480,4
22341,FW_80,2
22342,CQ_90,4
22343,FW_400,4
22344,JY_140,4
22345,FW_60,5
22346,JY_380,5
22347,JY_280,3
22348,CQ_210,1
22349,CQ_220,3
22350,CQ_50,4
22351,CQ_20,2
22352,CQ_480,4
22353,JY_370,5
22354,CQ_10,3
22355,CQ_210,2
22356,JY_380,3
22357,JY_140,1
22358,JY_490,6
22359,FW_360,2
22360,JY_120,3
22361,JY_490,5
22362,JY_120,1
22363,FW_60,1
22364,JY_240,3
22365,JY_440,3
22366,FW_70,4
22367,FW_170,4
22368,CQ_430,2
22369,FW_80,2
22370,FW_450,2
22371,CQ_20,3
22372,JY_120,5
22373,CQ_250,2
22374,JY_240,1
22375,FW_70,3
22376,JY_440,3
22377,JY_40,4
22378,CQ_340,2
22379,CQ_320,1
22380,JY_180,5
22381,CQ_10,2
22382,JY_470,1
22383,JY_120,5
22384,FW_150,2
22385,FW_450,4
22386,JY_120,3
22387,JY_380,1
22388,FW_150,3
22389,JY_280,4
22390,FW_190,1
22391,FW_450,4
22392,CQ_50,5
22393,FW_410,2
22394,CQ_250,2
22395,FW_200,4
22396,FW_70,3
22397,CQ_480,2
22398,JY_120,2
22399,CQ_20,3
22400,FW_170,1
22401,JY_40,3
22402,FW_230,2
22403,JY_500,3
22404,FW_200,3
22405,FW_60,3
22406,CQ_210,2
22407,FW_80,2
22408,FW_360,4
22409,CQ_340,2
22410,CQ_320,3
22411,JY_310,2
22412,FW_70,3
22413,JY_350,3
22414,JY_120,4
22415,FW_450,4
22416,FW_170,2
22417,FW_450,5
22418,CQ_50,5
22419,CQ_330,3
22420,CQ_420,4
22421,FW_360,1
22422,FW_70,2
22423,JY_310,4
22424,CQ_20,2
22425,FW_290,9
22426,FW_230,4
22427,FW_70,6
22428,FW_150,2
22429,FW_200,6
22430,CQ_330,6
22431,FW_170,3
22432,FW_460,3
22433,FW_450,4
22434,CQ_10,4
22435,JY_500,1
22436,CQ_50,2
22437,FW_150,3
22438,JY_380,2
22439,FW_170,1
22440,JY_280,2
22441,JY_310,3
22442,FW_230,5
22443,CQ_20,5
22444,CQ_480,2
22445,JY_380,3
22446,FW_450,4
22447,CQ_340,2
22448,JY_240,2
22449,CQ_50,6
22450,JY_40,3
22451,CQ_210,5
22452,CQ_420,4
22453,FW_230,4
22454,FW_60,2
22455,CQ_260,5
22456,JY_280,1
22457,CQ_50,1
22458,FW_230,5
22459,FW_410,3
22460,CQ_90,2
22461,FW_150,3
22462,JY_310,6
22463,JY_280,4
22464,CQ_480,3
22465,FW_200,2
22466,JY_310,5
22467,JY_350,1
22468,FW_70,2
22469,CQ_210,2
22470,JY_140,1
22471,JY_40,5
22472,JY_120,5
22473,JY_120,6
22474,CQ_250,4
22475,CQ_10,1
22476,CQ_90,3
22477,JY_240,2
22478,FW_60,4
22479,CQ_10,2
22480,FW_70,3
22481,CQ_480,4
22482,FW_80,1
22483,FW_70,2
22484,FW_150,4
22485,FW_150,5
22486,FW_170,3
22487,CQ_320,4
22488,FW_150,1
22489,CQ_480,4
22490,FW_360,4
22491,JY_270,3
22492,FW_60,4
22493,JY_440,3
22494,FW_150,6
22495,FW_400,3
22496,CQ_90,5
22497,CQ_20,3
22498,CQ_30,5
22499,CQ_420,2
22500,JY_490,2
22501,FW_450,5
22502,FW_60,5
22503,JY_440,3
22504,CQ_250,4
22505,JY_40,5
22506,FW_150,4
22507,FW_170,2
22508,CQ_480,3
22509,JY_390,2
22510,CQ_20,6
22511,FW_150,3
22512,JY_490,3
22513,CQ_260,2
22514,CQ_220,2
22515,FW_70,1
22516,CQ_20,2
22517,FW_200,4
22518,JY_470,2
22519,FW_60,2
22520,JY_120,5
22521,CQ_480,3
22522,JY_120,4
22523,FW_200,1
22524,JY_350,1
22525,JY_270,1
22526,FW_450,3
22527,FW_60,6
22528,FW_230,3
22529,FW_150,4
22530,FW_70,7
22531,CQ_10,2
22532,FW_200,3
22533,FW_400,2
22534,FW_170,1
22535,JY_440,5
22536,CQ_420,5
22537,JY_240,3
22538,CQ_210,5
22539,FW_400,3
22540,FW_230,2
22541,JY_380,1
22542,CQ_20,1
22543,FW_230,3
22544,FW_170,4
22545,CQ_10,3
22546,FW_130,2
22547,JY_140,1
22548,JY_120,3
22549,JY_380,10
22550,JY_280,3
22551,JY_500,4
22552,JY_440,4
22553,FW_80,3
22554,CQ_340,2
22555,FW_150,5
22556,FW_170,1
22557,CQ_330,2
22558,FW_60,5
22559,FW_70,3
22560,FW_150,5
22561,FW_170,3
22562,FW_60,4
22563,JY_440,3
22564,FW_360,2
22565,FW_150,4
22566,JY_390,3
22567,JY_440,1
22568,JY_390,4
22569,FW_80,2
22570,CQ_20,2
22571,CQ_330,3
22572,FW_460,4
22573,CQ_20,3
22574,JY_280,3
22575,FW_410,5
22576,CQ_420,3
22577,FW_200,2
22578,CQ_250,5
22579,CQ_260,1
22580,JY_440,4
22581,FW_360,3
22582,FW_80,4
22583,FW_400,3
22584,JY_380,4
22585,FW_450,2
22586,JY_470,2
22587,FW_70,3
22588,JY_120,1
22589,CQ_340,3
22590,CQ_320,2
22591,FW_60,1
22592,CQ_260,2
22593,CQ_220,1
22594,FW_170,3
22595,JY_440,4
22596,CQ_250,4
22597,CQ_340,3
22598,JY_380,4
22599,CQ_260,3
22600,CQ_10,5
22601,FW_230,3
22602,FW_130,2
22603,JY_270,6
22604,JY_40,4
22605,JY_270,4
22606,JY_380,7
22607,FW_80,6
22608,FW_170,2
22609,FW_170,2
22610,FW_400,3
22611,JY_40,2
22612,JY_350,4
22613,JY_310,3
22614,FW_200,1
22615,FW_290,3
22616,FW_70,2
22617,FW_360,4
22618,CQ_90,7
22619,CQ_10,8
22620,FW_80,6
22621,FW_150,3
22622,FW_460,4
22623,JY_470,3
22624,JY_490,4
22625,CQ_220,4
22626,JY_40,3
22627,CQ_20,3
22628,FW_80,3
22629,FW_70,4
22630,FW_100,1
22631,CQ_50,4
22632,JY_40,2
22633,JY_120,2
22634,CQ_10,3
22635,FW_200,3
22636,CQ_20,1
22637,FW_60,4
22638,JY_140,5
22639,JY_440,2
22640,CQ_260,3
22641,JY_390,2
22642,FW_450,6
22643,FW_360,3
22644,CQ_480,3
22645,JY_280,3
22646,FW_80,2
22647,FW_150,7
22648,CQ_420,2
22649,FW_450,4
22650,FW_60,3
22651,JY_140,3
22652,CQ_10,7
22653,FW_170,4
22654,CQ_10,5
22655,CQ_250,4
22656,JY_40,5
22657,FW_170,4
22658,JY_390,5
22659,JY_40,5
22660,JY_490,4
22661,FW_70,6
22662,FW_100,1
22663,JY_500,2
22664,JY_500,5
22665,CQ_210,5
22666,CQ_90,5
22667,CQ_480,5
22668,FW_460,4
22669,FW_170,4
22670,FW_70,5
22671,JY_280,3
22672,FW_290,2
22673,JY_440,4
22674,FW_170,1
22675,FW_200,1
22676,JY_470,1
22677,CQ_260,4
22678,JY_120,2
22679,FW_190,3
22680,JY_40,4
22681,CQ_50,3
22682,CQ_480,4
22683,JY_490,5
22684,FW_80,8
22685,FW_60,3
22686,JY_310,4
22687,FW_80,2
22688,FW_460,2
22689,CQ_220,3
22690,JY_380,2
22691,JY_470,2
22692,CQ_340,6
22693,CQ_480,5
22694,FW_130,5
22695,CQ_210,7
22696,JY_470,4
22697,CQ_210,2
22698,CQ_90,5
22699,FW_200,6
22700,FW_150,1
22701,FW_410,3
22702,FW_150,3
22703,FW_450,3
22704,JY_40,4
22705,JY_500,2
22706,FW_70,3
22707,FW_70,1
22708,JY_40,1
22709,FW_70,1
22710,CQ_480,4
22711,FW_400,4
22712,FW_360,6
22713,JY_120,6
22714,FW_100,2
22715,CQ_430,4
22716,FW_360,2
22717,JY_120,3
22718,CQ_260,4
22719,FW_70,1
22720,JY_120,2
22721,FW_150,3
22722,JY_40,4
22723,JY_280,3
22724,JY_40,4
22725,FW_170,4
22726,CQ_50,2
22727,CQ_260,3
22728,FW_150,5
22729,JY_280,5
22730,JY_40,3
22731,FW_60,5
22732,CQ_210,2
22733,CQ_260,2
22734,JY_310,1
22735,JY_240,6
22736,JY_380,4
22737,CQ_420,5
22738,JY_440,2
22739,JY_470,2
22740,CQ_340,4
22741,FW_70,2
22742,JY_440,3
22743,JY_270,1
22744,JY_240,5
22745,JY_120,5
22746,FW_70,2
22747,CQ_250,1
22748,JY_440,5
22749,CQ_430,7
22750,FW_400,2
22751,JY_500,3
22752,FW_60,3
22753,CQ_480,3
22754,JY_490,2
22755,FW_170,2
22756,FW_230,2
22757,CQ_330,1
22758,JY_500,2
22759,CQ_330,2
22760,FW_450,2
22761,JY_440,5
22762,JY_350,5
22763,JY_380,3
22764,JY_440,3
22765,FW_200,5
22766,JY_380,5
22767,CQ_220,5
22768,FW_170,3
22769,JY_40,4
22770,CQ_220,3
22771,CQ_90,4
22772,JY_40,2
22773,JY_280,2
22774,FW_230,5
22775,JY_350,5
22776,JY_280,1
22777,FW_450,5
22778,JY_440,4
22779,JY_440,3
22780,JY_500,3
22781,JY_280,4
22782,CQ_340,1
22783,JY_500,1
22784,CQ_50,2
22785,FW_360,1
22786,FW_360,5
22787,FW_70,3
22788,JY_490,2
22789,FW_200,3
22790,FW_150,3
22791,CQ_10,2
22792,FW_200,4
22793,JY_500,3
22794,JY_350,4
22795,FW_80,7
22796,FW_200,5
22797,FW_170,2
22798,JY_140,3
22799,JY_40,6
22800,CQ_250,5
22801,JY_440,3
22802,JY_380,4
22803,CQ_220,3
22804,JY_40,1
22805,FW_200,7
22806,JY_40,3
22807,FW_170,3
22808,JY_350,3
22809,FW_410,3
22810,CQ_260,1
22811,JY_140,4
22812,FW_150,2
22813,JY_500,5
22814,CQ_90,3
22815,JY_120,1
22816,JY_500,3
22817,FW_170,5
22818,FW_460,3
22819,CQ_90,3
22820,JY_350,1
22821,FW_70,5
22822,FW_150,3
22823,CQ_20,5
22824,JY_240,2
22825,FW_400,4
22826,FW_230,5
22827,FW_230,3
22828,FW_200,3
22829,CQ_250,5
22830,JY_500,2
22831,CQ_420,1
22832,CQ_420,4
22833,JY_120,4
22834,JY_440,6
22835,CQ_330,4
22836,JY_240,5
22837,JY_40,3
22838,CQ_250,5
22839,FW_60,2
22840,FW_80,4
22841,JY_120,3
22842,FW_100,4
22843,FW_450,5
22844,JY_120,4
22845,CQ_210,4
22846,FW_170,4
22847,FW_80,2
22848,FW_200,4
22849,FW_450,4
22850,JY_490,1
22851,CQ_260,4
22852,FW_80,2
22853,FW_450,2
22854,CQ_20,4
22855,JY_240,3
22856,FW_200,2
22857,FW_230,2
22858,FW_80,7
22859,JY_40,2
22860,FW_230,3
22861,JY_490,5
22862,JY_240,2
22863,CQ_10,2
22864,FW_60,5
22865,FW_170,2
22866,CQ_20,5
22867,JY_490,1
22868,JY_280,3
22869,FW_230,5
22870,FW_170,3
22871,CQ_250,5
22872,FW_60,4
22873,CQ_420,3
22874,JY_120,3
22875,JY_490,2
22876,JY_310,5
22877,FW_60,4
22878,CQ_250,2
22879,JY_350,2
22880,FW_150,3
22881,CQ_250,2
22882,FW_80,2
22883,FW_70,6
22884,FW_70,3
22885,CQ_250,7
22886,CQ_340,4
22887,FW_170,3
22888,FW_70,7
22889,FW_460,4
22890,CQ_480,2
22891,JY_500,3
22892,CQ_90,1
22893,JY_350,2
22894,FW_230,2
22895,FW_70,4
22896,JY_500,3
22897,CQ_250,2
22898,FW_60,4
22899,JY_120,1
22900,FW_230,2
22901,FW_360,5
22902,JY_40,4
22903,JY_240,2
22904,FW_130,1
22905,FW_100,5
22906,JY_470,1
22907,FW_150,4
22908,FW_170,2
22909,CQ_220,6
22910,FW_200,4
22911,JY_500,1
22912,CQ_330,4
22913,FW_170,3
22914,JY_440,2
22915,CQ_250,2
22916,JY_350,3
22917,CQ_260,5
22918,FW_70,4
22919,FW_170,5
22920,JY_440,4
22921,CQ_210,2
22922,CQ_250,3
22923,FW_70,1
22924,JY_120,3
22925,FW_400,4
22926,CQ_90,5
22927,FW_360,4
22928,FW_60,3
22929,JY_380,4
22930,FW_60,3
22931,JY_440,3
22932,CQ_20,6
22933,FW_170,1
22934,CQ_320,7
22935,CQ_10,2
22936,FW_70,4
22937,CQ_480,4
22938,FW_70,4
22939,FW_290,3
22940,CQ_430,6
22941,FW_150,3
22942,FW_80,4
22943,JY_120,5
22944,CQ_210,2
22945,JY_240,2
22946,JY_440,4
22947,FW_150,4
22948,FW_230,6
22949,FW_170,5
22950,FW_170,5
22951,CQ_260,3
22952,CQ_250,3
22953,FW_60,2
22954,CQ_330,3
22955,CQ_480,5
22956,JY_380,2
22957,FW_460,3
22958,FW_80,2
22959,JY_440,3
22960,JY_490,3
22961,JY_440,2
22962,CQ_220,2
22963,CQ_260,2
22964,FW_290,1
22965,CQ_220,7
22966,FW_450,3
22967,FW_80,3
22968,JY_350,1
22969,JY_390,1
22970,FW_360,5
22971,FW_100,4
22972,CQ_90,4
22973,JY_440,5
22974,CQ_220,3
22975,FW_450,3
22976,JY_440,3
22977,JY_280,6
22978,FW_200,3
22979,FW_60,3
22980,JY_120,3
22981,CQ_340,2
22982,CQ_10,3
22983,JY_120,3
22984,FW_360,4
22985,JY_280,2
22986,CQ_330,1
22987,JY_440,3
22988,FW_80,5
22989,FW_80,2
22990,JY_380,3
22991,FW_200,3
22992,CQ_10,4
22993,CQ_480,3
22994,FW_410,4
22995,FW_190,5
22996,FW_60,2
22997,JY_380,3
22998,CQ_250,5
22999,JY_350,2
23000,FW_150,4
23001,FW_360,2
23002,FW_410,5
23003,CQ_250,2
23004,FW_200,2
23005,CQ_110,4
23006,JY_470,4
23007,FW_80,8
23008,JY_240,4
23009,JY_140,3
23010,FW_450,2
23011,JY_350,2
23012,FW_170,4
23013,JY_120,2
23014,FW_360,3
23015,CQ_30,5
23016,CQ_480,2
23017,FW_170,6
23018,JY_350,2
23019,FW_410,3
23020,FW_450,4
23021,FW_80,2
23022,FW_230,4
23023,JY_240,3
23024,CQ_430,2
23025,JY_490,1
23026,FW_450,3
23027,FW_80,2
23028,FW_150,3
23029,JY_280,3
23030,CQ_90,1
23031,CQ_340,3
23032,CQ_220,2
23033,CQ_330,2
23034,CQ_10,2
23035,JY_500,3
23036,FW_150,4
23037,JY_500,2
23038,CQ_330,2
23039,JY_370,3
23040,FW_230,2
23041,JY_490,2
23042,JY_440,1
23043,FW_170,4
23044,JY_40,7
23045,JY_380,5
23046,CQ_430,3
23047,FW_450,5
23048,FW_70,4
23049,CQ_20,5
23050,CQ_330,2
23051,CQ_90,3
23052,FW_450,2
23053,FW_150,3
23054,CQ_220,4
23055,CQ_430,4
23056,CQ_220,3
23057,CQ_20,3
23058,FW_100,4
23059,FW_400,2
23060,CQ_20,3
23061,FW_80,2
23062,JY_240,2
23063,CQ_50,3
23064,FW_360,2
23065,JY_120,2
23066,FW_130,2
23067,JY_490,3
23068,CQ_480,3
23069,FW_410,5
23070,CQ_330,5
23071,JY_40,6
23072,JY_140,3
23073,JY_390,6
23074,CQ_250,3
23075,FW_450,2
23076,FW_410,4
23077,CQ_10,2
23078,JY_470,1
23079,FW_60,4
23080,CQ_210,5
23081,FW_100,3
23082,FW_290,7
23083,JY_440,4
23084,JY_440,3
23085,JY_40,3
23086,JY_40,5
23087,JY_440,3
23088,JY_240,3
23089,FW_60,5
23090,JY_470,2
23091,JY_350,5
23092,FW_200,3
23093,JY_380,3
23094,FW_170,3
23095,FW_200,3
23096,FW_410,6
23097,CQ_420,7
23098,FW_200,7
23099,FW_400,4
23100,CQ_20,2
23101,CQ_480,3
23102,CQ_480,4
23103,JY_380,2
23104,JY_370,4
23105,CQ_20,1
23106,CQ_20,5
23107,CQ_430,4
23108,JY_270,5
23109,JY_440,2
23110,CQ_340,4
23111,CQ_480,4
23112,JY_370,3
23113,FW_60,2
23114,FW_60,4
23115,JY_440,5
23116,FW_290,2
23117,JY_490,4
23118,JY_280,2
23119,FW_200,4
23120,CQ_480,4
23121,FW_360,3
23122,JY_280,1
23123,CQ_250,4
23124,CQ_20,4
23125,FW_150,3
23126,CQ_50,5
23127,JY_380,5
23128,JY_500,6
23129,CQ_90,2
23130,FW_450,3
23131,JY_440,1
23132,CQ_10,4
23133,FW_230,1
23134,JY_440,3
23135,CQ_90,2
23136,JY_500,4
23137,CQ_340,4
23138,CQ_430,1
23139,JY_490,8
23140,CQ_20,4
23141,CQ_340,5
23142,CQ_480,2
23143,JY_390,6
23144,CQ_250,3
23145,FW_100,3
23146,CQ_340,6
23147,FW_450,2
23148,CQ_330,4
23149,JY_280,3
23150,JY_120,2
23151,JY_310,4
23152,JY_500,3
23153,FW_170,2
23154,JY_380,6
23155,FW_80,4
23156,FW_190,4
23157,CQ_10,2
23158,CQ_430,4
23159,FW_360,4
23160,FW_60,2
23161,JY_40,5
23162,JY_380,2
23163,FW_360,1
23164,JY_440,2
23165,CQ_210,2
23166,JY_240,5
23167,JY_40,4
23168,FW_450,4
23169,CQ_220,4
23170,JY_140,5
23171,JY_490,4
23172,CQ_10,4
23173,FW_190,5
23174,JY_140,4
23175,CQ_210,5
23176,JY_440,4
23177,CQ_90,1
23178,JY_240,4
23179,JY_380,2
23180,FW_400,5
23181,FW_60,4
23182,FW_160,1
23183,CQ_10,4
23184,CQ_50,3
23185,JY_500,1
23186,CQ_20,2
23187,CQ_250,5
23188,JY_440,3
23189,JY_140,3
23190,JY_40,2
23191,FW_200,1
23192,FW_450,6
23193,FW_290,4
23194,JY_470,2
23195,JY_440,6
23196,CQ_90,1
23197,CQ_260,2
23198,JY_350,2
23199,JY_120,4
23200,CQ_480,2
23201,CQ_10,2
23202,CQ_10,2
23203,FW_170,2
23204,CQ_20,2
23205,FW_450,2
23206,JY_350,4
23207,FW_70,2
23208,CQ_20,5
23209,CQ_430,3
23210,CQ_250,7
23211,FW_70,6
23212,CQ_480,3
23213,CQ_480,3
23214,CQ_330,2
23215,JY_40,5
23216,FW_60,4
23217,CQ_480,1
23218,CQ_220,4
23219,FW_200,2
23220,FW_130,3
23221,FW_150,6
23222,FW_360,5
23223,CQ_260,4
23224,CQ_10,6
23225,FW_150,1
23226,FW_200,3
23227,JY_40,5
23228,JY_120,1
23229,FW_230,2
23230,JY_120,4
23231,CQ_20,3
23232,FW_200,1
23233,JY_240,3
23234,CQ_480,4
23235,CQ_20,3
23236,CQ_50,4
23237,FW_150,2
23238,FW_460,4
23239,FW_60,2
23240,FW_150,3
23241,CQ_10,2
23242,CQ_20,3
23243,JY_440,2
23244,JY_390,1
23245,CQ_30,5
23246,CQ_480,1
23247,CQ_90,4
23248,FW_400,4
23249,JY_40,2
23250,FW_360,3
23251,JY_500,4
23252,JY_380,3
23253,CQ_330,4
23254,FW_400,2
23255,FW_170,3
23256,FW_360,4
23257,JY_490,3
23258,FW_360,2
23259,FW_200,4
23260,CQ_10,2
23261,FW_230,2
23262,CQ_480,7
23263,CQ_10,3
23264,JY_390,4
23265,FW_290,2
23266,JY_140,4
23267,FW_200,2
23268,JY_240,3
23269,CQ_10,4
23270,FW_450,3
23271,FW_70,2
23272,CQ_10,4
23273,FW_290,3
23274,FW_230,3
23275,CQ_90,1
23276,CQ_250,5
23277,JY_240,2
23278,FW_70,6
23279,JY_120,6
23280,FW_450,3
23281,CQ_250,4
23282,JY_380,5
23283,FW_170,1
23284,CQ_20,4
23285,CQ_50,3
23286,JY_380,4
23287,FW_200,4
23288,JY_280,4
23289,CQ_250,4
23290,JY_240,2
23291,JY_350,4
23292,JY_120,4
23293,JY_240,5
23294,FW_410,3
23295,FW_60,3
23296,CQ_220,3
23297,JY_440,2
23298,JY_240,4
23299,JY_140,7
23300,CQ_10,4
23301,FW_190,1
23302,JY_120,2
23303,FW_200,2
23304,FW_60,2
23305,FW_170,2
23306,FW_60,5
23307,FW_60,4
23308,FW_60,3
23309,JY_40,3
23310,JY_40,3
23311,FW_170,6
23312,FW_100,2
23313,FW_70,3
23314,JY_500,2
23315,FW_60,3
23316,FW_80,1
23317,FW_400,4
23318,JY_380,1
23319,CQ_10,3
23320,JY_440,6
23321,CQ_480,3
23322,CQ_10,2
23323,CQ_250,2
23324,CQ_90,1
23325,FW_80,3
23326,FW_80,5
23327,FW_230,2
23328,JY_440,5
23329,JY_240,5
23330,FW_70,2
23331,FW_400,2
23332,CQ_250,5
23333,CQ_210,5
23334,FW_410,5
23335,CQ_260,6
23336,JY_120,5
23337,JY_40,1
23338,JY_120,1
23339,JY_40,4
23340,FW_60,4
23341,CQ_480,5
23342,FW_290,4
23343,FW_80,3
23344,CQ_10,2
23345,FW_170,2
23346,CQ_20,3
23347,CQ_480,2
23348,JY_120,2
23349,CQ_20,6
23350,FW_230,3
23351,FW_60,3
23352,FW_150,1
23353,FW_60,4
23354,JY_380,3
23355,CQ_10,6
23356,CQ_480,1
23357,FW_60,4
23358,JY_350,1
23359,CQ_480,2
23360,JY_140,5
23361,CQ_10,5
23362,FW_100,9
23363,CQ_420,2
23364,CQ_250,6
23365,JY_280,4
23366,CQ_50,4
23367,CQ_340,3
23368,CQ_480,2
23369,FW_150,4
23370,FW_80,4
23371,JY_470,5
23372,JY_120,4
23373,CQ_430,2
23374,FW_80,2
23375,FW_200,5
23376,CQ_250,3
23377,FW_80,4
23378,CQ_210,3
23379,CQ_330,5
23380,CQ_250,4
23381,CQ_20,3
23382,JY_390,2
23383,FW_200,5
23384,JY_490,3
23385,FW_400,4
23386,CQ_30,4
23387,FW_450,5
23388,JY_280,4
23389,JY_310,7
23390,CQ_10,3
23391,JY_500,4
23392,FW_230,3
23393,CQ_90,3
23394,FW_450,1
23395,FW_460,5
23396,JY_500,3
23397,FW_290,4
23398,CQ_90,3
23399,CQ_10,3
23400,FW_150,4
23401,CQ_250,3
23402,JY_310,1
23403,FW_170,7
23404,CQ_420,4
23405,FW_100,5
23406,JY_240,4
23407,CQ_20,2
23408,CQ_10,6
23409,CQ_420,4
23410,CQ_260,2
23411,CQ_260,6
23412,FW_60,4
23413,JY_440,3
23414,JY_440,3
23415,JY_40,4
23416,CQ_480,3
23417,CQ_260,3
23418,FW_70,7
23419,CQ_480,1
23420,FW_60,4
23421,FW_450,5
23422,FW_450,2
23423,CQ_480,2
23424,FW_360,2
23425,CQ_90,3
23426,CQ_210,2
23427,CQ_10,5
23428,JY_350,3
23429,FW_200,4
23430,FW_70,3
23431,CQ_260,3
23432,FW_170,3
23433,CQ_90,5
23434,JY_280,3
23435,CQ_430,2
23436,CQ_340,3
23437,CQ_20,3
23438,CQ_50,3
23439,CQ_50,3
23440,CQ_20,1
23441,JY_380,4
23442,CQ_220,5
23443,CQ_330,3
23444,FW_60,3
23445,FW_150,4
23446,CQ_10,4
23447,CQ_480,2
23448,CQ_20,4
23449,JY_350,3
23450,CQ_20,3
23451,JY_270,3
23452,CQ_10,5
23453,JY_350,3
23454,CQ_260,1
23455,CQ_10,3
23456,FW_80,2
23457,FW_450,2
23458,JY_300,3
23459,JY_240,3
23460,CQ_20,1
23461,JY_500,3
23462,CQ_420,4
23463,CQ_480,4
23464,JY_380,2
23465,FW_230,2
23466,CQ_210,4
23467,FW_410,5
23468,FW_410,1
23469,CQ_210,2
23470,JY_380,3
23471,FW_150,5
23472,CQ_340,2
23473,FW_360,7
23474,FW_450,3
23475,JY_500,6
23476,CQ_480,2
23477,CQ_260,2
23478,CQ_480,3
23479,CQ_20,9
23480,FW_410,5
23481,CQ_250,3
23482,CQ_20,5
23483,JY_40,3
23484,CQ_90,5
23485,JY_310,6
23486,FW_70,3
23487,FW_400,2
23488,CQ_250,4
23489,FW_200,1
23490,JY_140,4
23491,CQ_430,1
23492,JY_140,4
23493,CQ_90,6
23494,JY_500,2
23495,FW_150,3
23496,CQ_250,7
23497,JY_120,2
23498,JY_280,4
23499,JY_380,4
23500,CQ_250,4
23501,JY_40,2
23502,FW_400,3
23503,CQ_10,2
23504,CQ_210,1
23505,JY_490,4
23506,FW_170,4
23507,CQ_20,2
23508,FW_80,3
23509,CQ_250,4
23510,FW_290,1
23511,FW_150,3
23512,FW_450,5
23513,CQ_320,2
23514,JY_440,2
23515,CQ_20,3
23516,FW_150,1
23517,FW_150,4
23518,CQ_10,3
23519,JY_40,2
23520,JY_240,2
23521,JY_40,4
23522,CQ_430,5
23523,FW_80,3
23524,JY_40,3
23525,JY_440,2
23526,JY_280,4
23527,CQ_220,3
23528,FW_400,1
23529,FW_410,4
23530,CQ_90,3
23531,CQ_20,4
23532,FW_410,2
23533,JY_120,4
23534,CQ_430,4
23535,CQ_480,4
23536,FW_170,5
23537,FW_80,2
23538,CQ_10,2
23539,FW_230,6
23540,JY_390,1
23541,JY_500,6
23542,JY_240,3
23543,CQ_50,2
23544,JY_390,3
23545,FW_450,3
23546,CQ_260,4
23547,CQ_480,3
23548,CQ_90,3
23549,JY_500,4
23550,CQ_20,2
23551,CQ_480,2
23552,JY_380,2
23553,FW_410,6
23554,JY_440,6
23555,CQ_220,4
