cust_id,order_id
78939,156235
51840,18908
63038,107479
53911,21135
22445,10186
25541,104217
45060,147505
82700,139282
47546,6322
25460,102680
98597,55321
20179,119118
38364,76741
32313,120130
70096,11350
96436,131577
68649,128102
88126,56009
54370,1620
12,155890
89119,2765
63848,35180
32400,49102
60357,112832
16359,96464
8668,90546
12078,90108
75079,132756
5553,96041
28110,126164
31405,122545
27082,6682
73359,2866
42560,6929
57467,29719
38539,3942
69220,145801
49508,1804
1805,13710
43043,33169
47059,79709
7334,132343
96002,40813
13819,112222
52544,92556
79146,20413
29548,147894
74199,78287
35421,10240
83053,103710
27117,48813
189,88232
12678,132635
41811,41101
92902,72587
79431,42459
88600,72195
92677,132256
55804,63331
46556,65660
44197,2297
63692,7397
93525,81640
96061,94401
83861,30248
53596,6109
20737,112608
1016,148087
55471,134046
90716,137824
25124,73191
13383,14662
77088,108694
18402,67058
33995,12092
84176,29770
40250,140926
96452,93023
34141,148028
73404,125368
53423,122298
85486,118568
38966,102285
5890,141549
53832,71900
20466,88018
44582,15781
29352,62700
45286,95797
94685,113183
30939,51489
23996,151257
13286,119725
54796,51340
93832,68521
12989,98756
81916,50868
53633,9703
9352,7188
59637,10570
44420,98398
10625,11731
26017,80341
7110,111629
30534,21777
62336,14941
16293,145958
20582,1975
30640,135816
34474,99947
86346,73178
18610,151971
42901,142593
58145,101805
24797,137918
94430,127861
37364,96724
64948,64390
51124,153515
23498,32808
26065,34840
18673,35941
33759,69213
54012,34274
31215,25949
87893,119324
83031,3120
10227,105511
7041,67683
72284,39873
38145,8210
93498,154254
45414,140369
74649,134106
28480,20544
20909,38447
84198,93925
27513,155754
7066,128082
4343,72753
67425,101947
45288,70274
35695,69760
42512,137629
54426,132437
68163,35515
4770,42949
53861,61725
51806,137934
9823,88670
2879,129604
95792,83282
43649,96831
9527,78103
10782,70095
69607,124642
82208,99292
66673,71302
99135,136427
23191,65041
80332,40947
39801,47936
30637,89108
86245,110789
82778,107590
54389,69582
14746,24723
6244,26054
63992,93961
2914,94317
88666,76119
66176,21599
19038,105555
60495,40554
63607,13118
27141,108935
4332,94079
15424,94649
97658,125881
97577,127595
61205,90061
97653,128394
50194,155037
91591,147442
24351,95149
56897,127636
88040,54049
28111,119170
13357,83886
17183,79122
15720,114408
99244,103877
15702,95374
16271,47037
57131,131559
91105,88846
52943,107763
81723,147119
81055,75635
87404,82241
36856,126725
811,12557
30685,86985
86756,119188
27147,117108
28815,11074
19939,11626
12790,155807
81343,103323
72328,150793
85272,107618
90260,99108
95809,113082
76638,92262
621,53481
33803,118617
55913,92822
95604,129485
59358,144002
61965,19795
23831,42114
51853,62092
20583,5572
46817,83736
6925,43557
25545,56114
47311,13786
24387,23713
68045,100220
26865,55980
67615,144969
18721,42712
12870,68089
21240,145536
77654,133145
79876,42751
16591,147788
40447,42092
62738,71220
12437,106058
57164,84795
52011,4522
65232,13467
69857,70224
57026,107399
62393,105221
82451,108275
6174,100423
68724,83547
5765,156451
12982,138945
10160,21984
57901,96491
84626,20279
69057,148451
11187,133204
67485,106658
7552,26928
48452,9126
48699,64319
31600,24619
23388,127392
16328,30332
11070,89811
68946,82020
49333,143091
59454,65081
84775,43121
93259,154526
29142,49953
92576,10130
69083,21154
9783,19138
24585,90869
54136,155628
90782,24153
99443,39227
43483,13970
93988,148349
59663,23013
37424,38958
75664,121675
67711,50773
22834,2817
81535,22323
94887,49962
86352,122047
88239,21326
50768,70377
48,21211
19944,117874
71600,106230
94458,120892
67186,1259
94818,73452
81314,111044
34305,90718
90181,109105
53199,100945
29429,29336
11107,99418
76453,14482
67862,64600
7983,120135
54320,115364
74955,73050
72298,119238
53398,27936
47978,79740
40890,99718
94224,572
50021,121603
3661,64205
95871,39002
16450,15872
36508,51475
57006,75044
44472,78605
47158,95286
82394,36370
77951,52115
40433,154982
71024,8703
51413,84674
95015,44423
43635,107377
68472,112685
95139,130924
27419,31020
95783,2348
563,15570
97941,74431
52508,119458
40098,70515
25586,58207
29627,154928
76593,59621
48343,57322
44207,71921
95511,68520
46876,52196
11310,70603
718,80790
21889,114057
39929,23922
46127,116783
82481,115279
26804,98149
48791,141668
77507,58637
25102,13669
32959,95296
1039,71508
13457,128643
98370,74068
12465,18052
85240,137529
35101,143021
75796,124268
23250,53039
9757,37743
20891,92551
72313,129783
43902,153432
55994,114971
27373,58949
77061,118830
3084,15135
79165,127671
80091,120802
42717,8821
98344,125436
92440,86415
72086,13072
70956,31557
57191,58929
97690,140833
16463,105603
34512,75704
50384,34910
53728,101147
82500,28008
81384,64748
14164,7366
95237,72616
14689,13452
65952,104095
34132,44923
89020,156178
35311,81946
13060,136536
93582,138314
29223,75849
42159,122343
13775,50170
20935,97628
5570,34832
50906,30509
172,21456
38726,66666
56196,138515
69075,55006
77121,69859
73737,82062
53835,54309
99792,18323
67453,67761
89116,112097
49709,32831
61367,77170
99153,97500
77885,10340
4456,100756
39581,113398
96723,10602
6258,152268
52950,61900
39373,19626
65963,55555
50614,79150
44044,22495
6629,104220
66051,144596
16831,126372
30945,131168
72066,33498
86115,103828
93164,5821
97874,101645
80101,29765
26977,116413
11635,43538
5991,131443
20576,94990
58870,153591
6783,93564
14436,75165
80460,24011
63126,132475
67299,63026
23876,121147
66803,83862
71790,48643
42788,40680
33931,80593
99213,143964
65096,31910
24030,69717
26440,48873
61441,146509
25493,21872
93687,126622
13502,146274
64760,15695
27451,12196
4479,23763
99070,22397
61681,55201
77420,65780
29491,69472
72908,16734
1987,41680
30801,151369
5496,35416
22755,48055
38895,38367
25237,37944
35284,100861
98641,69352
90232,22
32517,57723
39122,257
21133,69160
31463,151788
3760,83416
30548,113193
79283,33967
70139,7659
68941,57374
53281,49738
73528,103346
45511,20400
99368,111941
62268,74032
6650,148159
20458,51828
36316,1127
84346,99487
88649,128430
19550,131771
17711,149539
912,82425
46432,91389
50497,48466
43010,46983
11049,88676
36076,62311
58624,21536
6471,70890
14462,65441
34452,33332
11348,18033
82521,135032
63130,71056
13201,38445
78887,60662
32579,79315
84730,89904
48826,144516
56282,129771
27594,114342
8922,17423
13346,82121
59615,94622
1990,142940
91303,113733
69191,130969
55281,140058
56299,86422
43356,135278
64985,21526
42194,60232
3205,106133
67020,58830
11736,103673
86106,67135
71924,98113
9551,106968
36977,78814
19947,93386
38363,120343
50617,115173
77303,21374
65249,27238
89575,97146
63335,61628
87332,72804
82330,118862
57929,4716
34280,132970
25270,73954
56222,113186
93061,131352
79086,152006
24670,74263
14320,79896
55185,151629
52062,151921
78892,131849
88986,132322
3891,24240
19590,130187
73307,39451
25035,54693
92091,17607
33157,94984
40947,38800
75052,4104
68444,54548
56993,97791
29813,14658
51547,50098
4161,117010
79079,145232
94257,155142
84429,112366
81062,95392
778,44479
21686,10530
56831,155062
66109,119125
36604,126143
94580,119382
10080,152184
22004,126637
59043,80412
12882,47450
21871,96197
68044,75595
39369,70033
32524,46701
74890,64691
81186,65902
11843,40420
42928,59465
44620,140510
71509,124544
26318,393
74806,20587
82624,90975
70003,5703
15936,144130
594,139844
69377,148975
45282,93441
76842,27954
9521,35953
60311,61004
97011,43495
19441,2376
53280,41481
9182,139381
9892,20252
6182,128910
98449,13925
76245,148280
77502,116637
39077,37858
55418,133752
25192,134624
67421,9581
47487,82603
71547,36667
58853,40313
54158,8526
93666,112596
71062,70954
30999,1024
633,46187
70040,71296
29792,126192
30895,99309
26750,81162
63758,35414
26642,150530
46354,149663
33101,32292
38804,108029
77345,117604
48323,17446
18884,32773
34031,139048
89214,96665
78506,132003
22798,22162
43587,78440
80166,77088
53484,73480
69382,49798
19338,82921
88798,42374
59704,152218
5400,30433
66559,121112
69372,141264
19544,97231
81286,18552
96540,85016
7507,124827
73765,120399
24343,82095
77381,102269
69762,65408
17142,83536
13926,22139
94973,59644
14317,111631
15087,150041
27592,33346
67675,53217
44324,140379
93376,55399
27025,152512
69841,30828
99225,97063
20132,89434
45895,60634
96609,92497
55246,94138
10235,88937
18664,65154
65891,9009
71621,148445
96535,101033
71906,150971
15775,121923
19404,127270
74070,86484
45355,4913
58538,16524
61173,43593
8009,71309
8427,107896
66119,20084
86303,33968
99521,136557
35930,70800
34733,74866
7322,124081
18351,8079
32537,106331
93158,10582
54802,146262
9274,65008
49586,59766
69183,137300
18783,102263
82523,144569
12022,48638
65667,123444
31164,7150
11162,42917
12964,155072
35174,5929
74373,128731
30810,106701
24213,54824
67280,7392
63382,52671
81091,48854
6981,62497
80300,38491
52666,16994
73620,2252
10361,46466
34399,61207
26325,115982
65581,110947
17007,1493
2354,93242
31562,645
81541,91446
21318,39603
26131,119838
61280,104661
37406,63253
72092,97621
25808,23701
84818,37181
61217,54715
64823,133658
53833,116472
43215,37930
29015,144836
18655,83713
53418,28313
97206,39615
62450,85077
32247,8413
69610,140581
29450,142060
18141,69182
51030,92199
51019,1473
33695,149211
51820,27139
95270,28174
39294,117260
21059,137250
50413,69620
84119,101607
56763,8235
68350,17751
77721,73026
61638,68331
80939,154230
65483,1980
69280,138907
60404,6959
6334,15877
86774,104303
92405,15084
35253,1701
93489,119107
66564,144730
71810,139137
45583,150713
12853,35046
82709,83114
37218,77386
78640,92706
87452,135886
40502,134146
42596,13645
42850,101412
30069,134613
57893,56782
81845,43080
93634,48297
55550,65528
99772,101064
66544,135256
33975,22400
77245,64182
54262,97491
40964,55662
25680,108771
34810,92307
77839,152096
64661,136520
52577,70638
53053,89209
22318,109141
64158,36249
82095,33723
10908,23785
8121,100161
23263,130001
58258,66982
9894,82110
32154,145257
84506,38531
6513,107742
19836,25262
51745,150964
66110,47892
43033,36237
60415,152467
88607,27174
71594,113803
56686,49911
38381,1627
54991,41730
41290,134561
14694,111603
725,124037
50366,76702
6366,136445
61091,12284
13916,124197
5591,71468
83503,128952
29892,10074
9376,40872
60242,96994
41763,111781
15826,114465
90767,149009
30360,34434
18048,32835
51977,102292
52661,42413
92888,61086
88938,20942
51374,90164
74663,64517
9984,54425
37018,75436
10245,85120
6255,116098
73297,27636
90726,115783
23371,68363
68702,73233
34470,83729
24808,55004
12570,26903
20223,51505
10057,136727
41471,44066
91718,73717
72737,64179
96387,34486
14201,47848
91724,76380
67123,44812
42165,69510
75454,110415
7617,128086
8978,10301
40533,87931
72083,140592
20375,149933
22113,97274
97899,43608
95985,103874
76957,7350
56232,17373
37079,76034
69996,84940
96550,95970
87598,146496
71004,13012
95030,134675
89626,64274
41899,57146
95606,118232
88502,135690
30396,89597
88413,110346
4322,26324
48380,139657
92215,73841
74481,145931
87308,62516
31014,121219
98661,92348
13438,49868
17280,25856
91560,88369
50117,83399
9608,41310
90727,114401
64972,5349
38641,155162
85906,68304
87865,127131
17409,43337
87962,32936
87314,56596
37278,74576
29628,147083
87728,47470
74982,139722
82499,85485
78273,152448
81853,2663
69909,143592
81452,99257
49329,118083
27167,76923
45828,142154
97927,72720
36728,132504
84640,151132
37314,142888
81097,14676
36675,40820
58156,101034
90788,63727
66435,95122
49111,134234
67921,120502
40318,136768
98283,135369
45844,24540
93131,15202
65606,148675
51643,14511
29617,27757
16838,77662
1422,43896
20992,108239
76799,61230
60907,21925
7022,146260
15992,124701
3251,100343
75446,48389
48986,36472
21358,65731
81284,88832
73568,128584
3660,40264
53428,48029
93010,122544
53040,114253
4229,103640
72576,77237
47210,53747
48641,108081
17534,132090
23428,119357
42131,77921
91394,143660
85053,86617
2197,114196
34376,92743
44311,125492
55427,39452
93828,109155
63599,91213
19691,104547
72471,53123
93885,70575
70308,57921
55616,136360
78342,102465
78319,14670
22421,37015
71636,52295
54528,58037
3041,127583
50670,151039
9034,98559
72478,134698
60122,28852
23233,41063
32256,145840
32148,94352
38991,7344
40362,149310
79103,83370
26585,93004
67562,68734
2791,127185
76892,26984
37637,150279
38244,2953
31486,146751
45372,52148
58830,114598
18872,61405
51830,155237
5951,121597
99242,80641
78274,95012
88148,130408
20528,105920
66289,20136
68775,48260
78251,99246
46996,49448
46999,96555
98576,16059
13430,58841
26273,143385
80427,49531
7040,141354
16298,18503
94787,122497
19789,144045
3485,63228
10202,99304
48062,133246
48590,50609
52004,90779
27816,127860
12173,64444
38016,19149
1744,134017
10924,103604
95629,92063
91173,121559
67692,156026
32641,11232
11817,146577
14679,146466
12616,112396
67061,8785
24322,152518
36136,140091
91299,37690
37534,65919
75360,136223
85295,71185
32357,156282
51911,66025
54918,82629
8289,84863
94585,7202
47728,53909
64058,100951
43189,24064
43868,12479
51838,3843
10359,138725
68594,67807
60123,125757
49326,56131
39996,83325
75067,59938
64935,42287
90947,79700
66333,73251
50807,143829
33512,53428
54103,15583
67051,98256
49288,101772
18939,94391
15451,52434
59937,138958
60134,138730
74742,10285
3964,86581
92716,115993
26121,7791
55105,45044
89831,109977
69700,47867
3168,88209
38743,82640
22586,110865
77574,70445
71355,147097
37189,5964
45746,29047
43795,17516
40206,94852
36030,61766
18880,138856
97544,47336
42619,151103
31707,138868
89951,11871
44062,148631
97098,121842
35091,123398
45687,52576
66707,135937
50469,32913
60459,13753
36359,89529
4003,97401
34098,31554
3929,10193
46128,143633
9667,101588
15151,128592
49547,34820
56242,108188
3229,7299
18352,105569
12095,123799
60076,128757
20101,34559
11520,126424
49567,62604
56737,100366
74088,17165
81490,13734
86114,78248
42616,21361
72357,93495
55563,96701
73399,32466
13122,50786
21527,73919
91666,90889
62919,46573
46598,125466
53121,42566
43931,11821
55410,5188
61565,127909
67877,95697
17020,50920
55054,53611
51552,154348
41118,74595
5961,29756
54485,134135
61852,140034
48145,70585
68094,155396
80553,66138
72180,74779
80597,147099
92234,152119
50892,36812
9506,128115
28846,145700
46053,91948
48465,94710
17140,105118
60433,114260
58220,138232
46814,98183
16559,21943
55100,142106
61549,146656
17914,74918
45740,53939
42185,75186
11887,26775
13376,73955
74850,109341
9286,65056
27921,77927
29257,17633
59897,109230
87911,104058
32157,40920
28270,116650
33393,132074
33340,119879
21473,53175
32718,72853
75378,94140
53553,122593
31708,139305
32213,42299
56201,42035
1393,66748
95517,131534
37143,11083
86165,136137
28023,15207
11877,129350
96063,155892
92802,69354
83605,94095
79894,60483
86341,114082
48388,119602
1910,125858
39348,77887
39397,51117
396,128478
10602,85192
36306,141878
40092,3421
64595,114876
36633,107206
98025,76769
8196,8025
16578,5745
39967,18586
362,108875
50069,75296
50549,108150
74774,10886
63991,141024
62600,145013
95113,15856
43331,14594
17485,95127
17458,12195
29180,28564
67275,42184
58209,101525
76386,19290
75041,94398
60332,54487
27,56862
84595,128038
11465,4786
29828,146327
43976,22612
12248,113321
13260,115530
78116,113030
47109,12315
38728,1812
55405,28449
24178,104485
5866,113740
19310,49315
11276,112734
22106,137923
74965,148016
51230,104123
71386,13469
82650,97445
35550,127461
31413,77330
26805,73404
24243,19374
41483,134295
47332,138743
21411,31713
68827,125891
44963,41861
9921,114495
4561,131334
5042,23653
23125,114616
27789,129171
27947,122383
52434,39699
86075,83617
6743,93234
7621,8343
30,135244
53777,102117
34230,15801
92747,27184
37474,93907
8658,88949
92247,68992
77228,63653
15632,105712
57090,120028
58710,61950
98645,9656
14380,49570
75893,147178
95524,122188
22986,2292
16502,85121
83349,45957
8564,116733
66462,148190
73200,111131
5306,53092
30586,111826
64078,87669
33870,137761
61277,69928
83741,52674
45897,108715
84769,35636
59974,15219
5460,152813
20091,16973
64894,91248
91408,105604
73889,130764
94689,131421
20130,27586
99564,45173
72208,47760
72703,86838
45322,101992
89633,48289
14958,134345
16443,68482
82047,46242
31591,92153
43838,31742
15496,35292
52311,125250
43632,27305
54539,10779
48036,115737
40280,103029
14671,108840
96107,14993
15434,8804
51070,12574
6920,60210
58428,13329
94194,47910
445,48456
48521,154521
90265,71433
25481,16106
94893,93025
89417,62021
55999,104975
21443,1410
33647,118939
34684,52801
75970,65061
56843,116351
56811,88987
41100,43418
80358,122712
68080,138144
98230,113635
18175,123981
26682,145585
11508,101866
71375,26851
69990,73076
57563,82177
3619,125068
11025,18020
14458,147404
28276,8857
95187,88731
83786,47953
47710,74653
33025,97937
61539,114077
93296,2435
71595,78210
51311,136718
32107,105727
36156,155404
10172,136298
15182,146480
99210,73865
15894,120961
87276,123500
5488,72939
72522,117721
44511,77536
23547,76910
86458,100918
10015,95098
15336,24582
49816,67049
78615,130619
6994,50235
39125,138567
28763,21803
14804,20629
72102,58868
72877,44614
10013,91653
63451,102561
65748,32493
70715,127979
69130,49735
64449,146681
16458,92929
79321,31505
81848,23210
33132,39145
67119,63740
96899,18424
97330,66924
978,149949
5869,142274
78693,40728
15382,79773
71961,124106
4595,14428
80392,70497
2716,91747
89022,38317
8248,83976
4710,2105
28752,26798
69398,112094
31601,9560
50899,116378
98685,53803
19148,153715
50477,91520
28785,35988
64917,149122
40828,35806
24574,46679
60249,141030
89001,15967
98127,52985
76087,96397
85146,29415
74019,152567
11853,140715
38332,49178
8132,4090
34320,103310
11172,144860
66957,137407
40768,28605
78312,140754
35984,124643
62237,5535
8500,23898
46374,46534
18985,120322
89362,72787
64089,7214
28926,70325
9449,127821
24591,18539
53046,16447
90149,44832
85511,150819
30599,106229
85446,100430
94358,141158
15988,119351
29250,102755
47658,44489
36312,7411
24439,107818
96374,118250
59401,37764
60461,123629
91305,17072
37440,12033
17233,122139
58899,19818
93385,122500
11994,106048
3680,14603
72771,152160
86715,2246
64066,128623
74210,145384
5356,26086
60803,135637
53179,68242
45894,123860
34254,91351
50214,323
56004,42953
76081,22301
90586,85686
31277,90792
60561,14883
53568,33515
1537,87292
19968,75639
54,86401
58296,4863
99584,93950
89560,154741
62944,89060
10781,67464
48733,106169
97486,44336
77476,128697
47771,48942
90677,55781
98454,54852
62605,150224
6253,147979
27169,72586
83636,23710
3546,51307
96792,81304
13414,36526
89991,153439
23514,117226
86370,54863
67455,45748
1513,101141
46941,109240
28096,153771
81411,26735
87639,55281
66697,99595
28828,115457
8490,102213
22884,120328
65208,8005
70642,1104
99593,138892
50278,25345
51106,144677
20609,68938
90263,95864
5413,94748
12595,26164
14896,99883
16640,54376
69070,52219
95243,59960
82759,120103
16760,7286
42807,74070
63145,76925
77516,11408
53664,152565
28521,147525
96426,45505
75420,93091
93637,87027
44605,39022
60663,26539
29483,106838
34198,156011
55092,22662
92655,23069
83487,21775
41488,15265
92771,62551
30018,71784
8891,143567
95972,49121
90493,45361
53246,141322
22853,115491
87600,6442
38449,97914
41207,97764
88388,18555
63480,136222
76411,147268
43521,105908
65826,84272
58467,108635
79230,113954
16937,15600
96020,132008
58292,102398
70385,99158
61807,71230
86588,97442
72425,382
84488,11764
71267,15389
33448,35791
22487,82691
62594,147272
71923,2815
64103,150797
50538,19417
18539,37662
18159,55158
50271,22828
17049,154913
4675,53651
85953,93520
29064,116793
23479,31470
25719,119235
30061,73002
749,124931
46682,25973
35906,41542
89722,74391
55699,18172
4111,32848
39192,113375
81421,73388
50243,32378
70089,50030
44585,150948
53031,80437
76300,106159
21093,61783
80153,81877
65808,72151
77445,102658
98463,96725
53649,35227
78692,156142
27837,66850
92092,81603
57927,70200
77739,133872
84341,65927
80537,123796
8912,75933
96543,78550
2988,110583
72227,112570
23313,139388
2532,50628
53496,19422
45311,8725
2299,13748
35208,51309
86142,127999
80730,36810
88007,136632
71123,96424
6110,86274
78566,73766
96794,8727
88876,1491
25993,36006
76274,84754
46652,92752
33053,8910
91343,20640
37092,8986
5350,149151
78122,146563
78554,26496
6571,15483
72011,5815
84584,154604
79309,107691
1881,21156
80393,84600
9145,126344
82092,41527
70302,127252
57077,128338
13295,93406
94902,12204
26967,12383
634,19009
16151,124052
80740,74775
22597,73069
83778,155795
43791,90003
31230,126120
52135,4239
74379,87416
66814,23947
49795,153582
77801,17389
56185,144983
48681,14634
44527,40239
98379,16936
22516,120066
84804,120332
30887,13839
63561,26229
58012,79069
44068,133551
14895,136299
10624,150274
74438,50027
12586,74408
33180,51719
63653,116004
32865,40779
45328,81293
14784,36418
3173,145050
31479,118009
79214,19772
29238,108891
65691,73344
325,134401
24017,29690
62332,63625
85702,152730
89783,146136
85099,33573
15338,4774
37306,80361
54413,130997
88055,29451
24457,31490
36747,25405
38695,78041
79549,71006
60338,69669
42046,48578
1903,131473
34232,121736
76001,126080
94696,44831
13594,49937
66395,3552
50510,79595
53656,29317
85251,77263
70046,50830
51940,37263
45032,12841
83991,320
6193,94601
78126,46964
29386,62859
71592,15662
71520,18216
60748,66714
73156,127381
34144,59786
8518,31718
94628,135239
16042,80466
44896,1835
92248,26137
4942,11577
33673,46668
20783,148459
55942,111318
91161,148071
47290,89592
9277,25467
38645,86817
28574,66704
74007,47148
24978,13159
44208,68893
42085,128469
15220,149666
5074,38106
20734,90532
8747,15730
70619,5235
16287,118708
25252,67272
60267,65292
66427,83915
59724,146731
94641,153508
99518,39568
15195,69864
21725,85399
53584,58077
50765,55093
49879,29497
67927,76570
47859,22429
29011,44377
7742,76507
47891,123751
56633,58982
46251,153724
19437,75226
32308,12372
53776,102611
31388,81808
50167,95855
32505,134598
93551,47813
2485,82047
23454,121584
9826,2983
30597,1560
99339,79094
1732,34187
68792,105130
28672,49006
6996,78733
72907,4270
91791,108975
24915,50077
80489,30465
98445,108271
47028,142688
68958,32110
41979,15743
86093,113704
22223,127557
85169,104575
85746,19117
33933,71811
57263,20989
58638,72483
24416,76294
76549,559
34241,133982
59315,63634
63083,115467
85716,43126
70156,6168
32863,56232
11622,7881
27861,90043
59930,3114
31192,9265
37479,131769
13315,119804
36821,48704
56143,16081
85982,127905
8055,87371
53850,2251
5141,155148
71996,51669
70400,103020
49786,135806
50452,114103
80929,109702
15926,7461
32980,103152
71029,116909
95056,77798
12569,94082
60150,62523
71812,71295
90363,107061
38393,63903
39633,124879
14146,63822
87881,127261
41442,152905
59226,46160
97787,155346
69320,137757
48744,133725
29684,20623
37074,29885
33108,55382
65382,5495
94645,4710
77412,125929
20694,46996
2547,65332
34033,70400
46805,40941
92138,92989
58066,35589
92755,30624
75826,54154
29245,119425
30028,116283
63862,46207
64669,146844
9924,138665
76417,131257
89468,50860
29829,156301
34468,12222
72891,127499
97433,32461
60456,123529
29072,60058
60162,95827
57542,100658
32653,19552
29103,130245
43419,68217
40943,139788
91569,62984
13673,65224
61316,48541
36629,34228
57037,152987
46029,138199
31845,26470
14537,133830
29989,140842
67166,141384
68432,109999
3847,53536
11754,139904
79397,85837
55379,51268
2187,525
40063,153808
93860,109986
48556,103253
62969,110555
38403,155932
98290,51645
19358,137137
81578,146077
89465,154687
78220,49090
2696,25291
23976,91270
82859,123942
19109,127275
5621,83151
25498,115696
50674,88284
76809,24979
57073,22259
87636,112640
88870,147869
84767,79696
6132,11266
21720,86184
19100,80960
93041,102040
54703,71110
48507,64240
80656,33696
52787,109835
44879,108553
43759,92958
90923,18126
62133,47386
94384,93975
50937,73338
72527,148876
11485,1178
87510,99838
81367,156148
79875,151745
46774,31124
36049,152712
4209,126189
98600,45214
4937,58731
52410,118351
27374,63344
21980,39308
83962,103898
89121,37925
71975,3736
6233,39271
88576,25355
23116,1873
30174,103715
40982,100682
76054,11884
31560,29825
17902,38725
37451,79749
16376,59234
7058,27650
12333,131980
74091,154750
17853,34091
39889,46005
61494,133533
9321,116890
78569,15115
33082,74276
15043,29543
28225,147237
59775,18558
33437,106562
86601,61065
7542,8472
71145,84314
78085,11011
7002,55942
1586,58685
19840,143428
87555,48936
80950,69815
19851,154688
65968,29130
93308,35606
22272,127781
59920,87434
95819,82927
81653,84476
61195,136606
69577,124365
80305,142612
7145,101275
46488,22684
97256,124353
59217,153137
27490,91822
91825,120929
45561,149584
25195,64547
55510,18814
41980,4503
1108,46953
57569,96448
99038,97022
73476,132319
95701,39209
6459,19453
19831,62465
17551,11720
45936,153344
65072,148096
44450,37319
40496,68086
61992,53221
11036,124494
89424,20643
60101,25879
51678,107308
33655,5597
27109,48329
37209,25247
16657,7565
23444,91223
24015,102021
74469,124029
60460,115429
69769,57673
17113,146977
13985,23216
72132,15393
48352,118174
8965,67039
94283,18285
62689,131715
70298,9985
25216,144724
74228,91132
3381,93199
66230,154275
71889,152129
89694,139540
47083,132349
30227,39903
34934,87280
77457,119250
23200,120484
72134,71657
4277,8581
37850,23714
4050,31308
80635,95347
35132,23402
76568,64988
53213,10581
64216,56736
72511,74586
64651,22915
84333,135163
98481,40017
33418,142364
78114,96311
4719,12159
29427,5505
53036,31423
30132,36923
91171,40701
27761,7249
73114,72592
248,638
74525,87158
54205,59
89143,55103
89175,28463
33403,2318
87718,153060
86010,112329
35679,138867
17111,8311
73389,151945
54366,143516
21193,16435
47533,12565
80133,1898
94054,114389
67369,32937
25938,149255
80041,148394
65964,18534
14801,14267
67817,63420
45072,77452
34677,112447
74916,110584
93128,93999
6294,148506
2002,17775
65757,91843
83647,136888
21220,150912
20845,68930
67187,75956
27798,131881
46506,155410
47447,69890
63832,128249
24358,132413
42074,101201
16608,147023
61185,10292
12770,54893
26163,112649
8895,93913
84174,55515
61934,21996
13572,144058
38341,141081
32955,94830
67064,100467
62383,53713
95534,69952
56924,89627
59647,59240
97335,138990
27674,78191
29132,119568
89716,89715
64612,20014
56329,87423
37353,143864
78648,66442
32717,68440
6082,124207
84817,3721
59144,99531
78549,90562
9424,126391
62028,136605
94559,9699
79990,88203
75177,153694
2711,36081
6927,2153
56531,135686
81607,130441
73692,28858
71580,18753
24830,98944
93657,81357
21670,90729
87752,44763
6757,149116
29215,153833
77524,503
27498,117113
10603,18547
16759,139558
32036,97441
14971,137634
37939,81787
26340,15842
49577,87054
44656,154160
40740,70040
30663,116396
46454,140678
25922,85237
82572,26249
65122,115122
67083,155454
25990,63895
6257,56992
60206,11472
93677,110770
67810,72702
42060,59361
73949,79052
27380,126691
40738,112516
93399,44061
17880,71271
10010,27296
28415,15859
44970,62093
24941,64579
70336,127077
13082,54596
58553,86378
11338,38692
4470,128143
65962,151550
56999,65625
26712,153483
63398,75662
9199,1828
70510,19902
17466,64738
84402,114769
81381,102096
66546,70588
31036,30224
90612,24673
90199,82427
12688,93671
26096,80979
21325,125498
65121,87388
61704,49477
23631,44338
68538,92435
31705,73904
40163,63011
2270,8448
26466,40915
49055,45606
35903,105320
94084,43971
92338,149190
7706,79128
67180,103954
10791,53977
91938,16929
76504,102288
44776,31549
62382,97178
27193,67087
40472,29556
60977,57394
93169,142292
46285,101996
7526,31899
26142,18204
62683,88717
11450,66888
31897,122423
9652,139206
71407,25630
5555,134137
42444,143141
16239,31075
79135,79316
71324,32644
10505,42081
43385,34157
36077,133408
22921,8490
61578,34126
73712,16626
63566,111396
33668,85502
78930,55464
10337,33442
55697,76381
18621,25076
66608,20247
19673,17286
19658,53149
63952,84169
232,136191
70735,60374
1244,126208
74915,96936
41782,114729
34433,67092
89346,45611
10852,134703
65147,45340
95616,72861
53472,127308
35462,10061
69488,113754
6970,148292
26140,41322
70729,65463
63895,149952
31429,63234
32678,37385
66198,32611
1613,44827
97460,101155
39281,67881
32711,42204
79796,57411
42029,89974
69039,102204
69164,41475
42687,137296
93965,32664
51831,81905
65182,99534
76732,120190
82441,112878
20407,41235
16347,102482
42147,26828
18419,34825
24024,126748
22104,135943
65304,23177
20034,47261
82405,141884
21755,53982
3330,60635
79833,82048
71167,117544
42449,92440
21129,61589
80610,11489
79136,21563
48883,139660
38689,26020
53512,134463
92284,39072
2418,153273
74622,9060
17698,45450
28125,21957
12643,44365
38576,43048
95691,88921
56100,13370
88621,31395
88548,145086
87381,144233
92739,43441
41597,41325
58155,59067
43041,144228
29342,126835
98083,32975
332,33901
37136,73202
14055,22470
10771,94183
4794,25384
28841,139795
13529,104563
26375,102991
29982,139920
13303,96
90291,154214
78545,136980
88738,23207
47079,29410
85198,12348
61865,58521
2042,108484
85495,151344
64898,108623
33885,51898
43463,137282
94825,96819
70407,16821
75237,124446
31454,14526
32280,13515
88936,37269
31268,57708
22711,34774
