cust_id,country
22931,Germany
78527,USA
17697,Mexico
82449,USA
54367,Germany
35201,USA
30107,USA
51267,USA
78341,Germany
80021,USA
93993,USA
17793,USA
36009,Canada
402,USA
37710,Austria
88416,Germany
68490,Germany
13174,USA
51919,Canada
32831,USA
60044,Mexico
45721,Mexico
71378,USA
71988,Canada
29389,Mexico
49705,USA
18221,USA
22974,USA
76131,Mexico
93864,USA
88003,USA
67180,Canada
70070,Canada
60124,Mexico
36509,Mexico
43588,USA
13851,USA
85764,USA
87100,USA
54801,USA
41611,Germany
64509,USA
92244,USA
2503,USA
39837,USA
31216,USA
62629,Germany
71467,Germany
3742,USA
68803,Mexico
99640,Canada
68314,Canada
44171,Canada
26000,Mexico
51426,Mexico
202,Mexico
97562,USA
53331,USA
7900,USA
37102,USA
76890,Mexico
94110,Mexico
95859,USA
7478,Germany
70042,USA
95436,Germany
78892,Canada
75169,Canada
68462,USA
11180,USA
63087,Canada
30430,Germany
47952,Canada
49836,Germany
30466,Mexico
4663,USA
51616,USA
93815,Austria
75012,USA
13012,USA
32912,USA
54385,Mexico
86471,USA
87003,USA
856,USA
94929,Canada
82373,USA
71777,Canada
83528,Mexico
34842,Canada
6139,Mexico
1683,USA
68595,Canada
95,Germany
51881,Germany
21847,USA
16515,USA
69008,USA
46687,Germany
75407,Canada
92693,Austria
77190,USA
36565,USA
50153,USA
48717,USA
80839,Canada
92038,USA
62667,Germany
15235,USA
93305,Mexico
11677,Canada
88001,USA
42177,Mexico
34330,Germany
42745,Germany
29409,USA
65508,USA
92118,USA
36777,USA
27343,USA
64302,USA
70002,USA
88379,USA
16786,USA
84799,Germany
66754,USA
27802,Canada
91697,Canada
47498,USA
7818,USA
41913,Mexico
20068,USA
6864,USA
74927,USA
90002,Canada
37564,Germany
75720,USA
8312,Germany
99467,Canada
98245,USA
91138,Mexico
54345,USA
83332,Canada
7725,USA
31309,USA
15199,USA
19101,Germany
23138,Canada
4823,Germany
51052,Germany
30459,USA
4128,Germany
40501,USA
17911,Canada
76852,USA
45456,Canada
93568,Germany
44623,USA
29478,Mexico
71029,USA
24343,USA
35646,USA
36647,USA
60128,USA
97345,Germany
24458,USA
62152,Germany
86092,Mexico
243,Canada
72613,Canada
90690,USA
77020,Austria
11888,USA
12573,Germany
10355,USA
93891,USA
55464,Canada
1681,USA
24888,Canada
3407,USA
62578,USA
21257,USA
42914,Germany
32256,USA
74968,USA
55021,Germany
62524,Germany
34914,Canada
6233,USA
95394,USA
21167,USA
23381,USA
1921,USA
99384,USA
51638,Mexico
44786,Germany
99747,Canada
1062,USA
60833,USA
7928,Mexico
75897,USA
68751,USA
11339,USA
89925,USA
44736,USA
89004,Germany
93928,Canada
90509,USA
83433,Mexico
43755,USA
91057,USA
89464,USA
97122,Canada
99256,USA
25810,Germany
781,Germany
10003,USA
95784,USA
32521,Canada
12713,USA
47402,USA
39761,USA
33669,USA
15245,Canada
51756,Canada
23969,USA
29220,USA
53580,USA
26481,Germany
6521,Germany
22326,Mexico
42398,USA
90464,USA
80927,USA
57674,Canada
70321,Canada
37867,Canada
14520,Canada
15274,USA
46350,USA
38630,USA
20027,Canada
75483,USA
87406,USA
9411,USA
45537,USA
69843,USA
28137,Mexico
43543,USA
97137,USA
17191,USA
3094,Germany
21358,USA
21446,Canada
44661,USA
45817,Canada
52504,USA
46782,Mexico
35569,Canada
42740,Canada
5607,Austria
77751,Germany
31192,USA
86121,USA
7799,USA
27266,Canada
90980,USA
33929,USA
60583,Mexico
72124,USA
47700,USA
92857,USA
11999,USA
57347,USA
58408,USA
29533,Germany
43589,Germany
95083,Canada
68254,Canada
25676,USA
48163,Germany
2532,USA
1304,USA
30270,USA
42297,USA
22270,USA
48276,USA
72934,Canada
24591,Germany
50117,USA
4973,Canada
27120,Canada
92228,Mexico
57385,Canada
52008,Austria
74183,USA
84108,Canada
8979,USA
3059,USA
67773,USA
28028,Canada
3671,USA
76886,Germany
66195,Mexico
65978,Canada
79593,USA
99986,Canada
11783,USA
45849,USA
40657,Austria
48313,USA
16202,Canada
87215,USA
86068,Canada
91327,USA
21074,Canada
95214,Canada
59088,USA
25903,Canada
14517,USA
65199,Canada
79738,Austria
16379,Germany
10810,USA
21084,Mexico
43660,Germany
6396,USA
560,Canada
71824,USA
94875,Germany
41792,USA
57009,Canada
7809,Germany
27316,USA
62772,USA
24494,Mexico
25129,Canada
99223,USA
32585,Canada
44986,Germany
31858,USA
86424,USA
28970,Germany
93352,USA
42716,USA
69320,USA
91651,USA
145,USA
76361,USA
56308,USA
22069,Germany
19758,USA
12057,USA
71357,USA
54067,Canada
65023,USA
77463,Canada
56779,Canada
84716,USA
7475,USA
17967,Germany
24730,USA
88598,USA
74365,Mexico
32829,USA
39574,USA
53037,Mexico
70492,USA
91745,USA
10557,USA
94369,Canada
80618,USA
84514,Austria
16290,USA
45861,Canada
49067,USA
84684,USA
96094,USA
96195,Mexico
97057,Canada
85829,Mexico
83890,Austria
60728,USA
64954,Canada
19512,USA
71757,USA
27002,Canada
68047,Germany
13611,USA
94408,USA
1896,USA
86588,Canada
77604,Canada
4380,USA
35887,Austria
45699,Canada
50576,USA
80999,USA
44254,USA
92747,USA
45111,USA
90689,Canada
79438,Germany
34194,Germany
92359,USA
31966,Canada
57178,Mexico
22552,Austria
71523,USA
71101,USA
90454,Germany
45823,USA
1851,Mexico
26282,Germany
28088,USA
55315,USA
26851,USA
15404,USA
16560,USA
28091,Canada
81353,USA
10420,USA
47805,Germany
73003,Mexico
78319,USA
25181,USA
55694,USA
41153,USA
79955,Mexico
78346,USA
30194,USA
12981,USA
63506,USA
8315,Germany
82826,Canada
95400,USA
20983,USA
90397,Austria
91757,USA
6654,USA
32192,USA
42139,USA
51209,Germany
63064,Germany
26180,USA
92986,Canada
34538,Austria
13507,Germany
43023,USA
71642,USA
69426,USA
12609,USA
96409,Germany
31647,USA
71899,USA
91545,Mexico
55902,Canada
14378,Canada
96399,Germany
75635,USA
70040,USA
59643,USA
98570,USA
96473,Canada
9964,Canada
98242,Germany
38646,Mexico
45217,USA
72257,USA
91080,Mexico
72860,Austria
67974,USA
82485,Canada
82738,Germany
56670,Germany
41953,USA
24807,USA
37581,USA
44620,USA
11802,Germany
72509,Canada
64351,Austria
33346,USA
1265,Mexico
2843,USA
59827,USA
95926,USA
27674,Canada
82927,USA
58585,USA
7366,USA
18183,USA
72266,USA
13830,USA
22366,USA
95671,USA
79815,USA
43315,Canada
41482,USA
39128,Germany
56217,USA
15469,Mexico
53098,Austria
59316,USA
20583,USA
85325,USA
97657,USA
28489,USA
573,Germany
31212,USA
68831,Germany
83600,USA
65693,Mexico
83134,Germany
92340,USA
97300,USA
62098,Mexico
68141,Canada
44324,USA
37032,USA
48379,Canada
54094,Germany
78489,USA
81410,Germany
47512,USA
25274,USA
52079,Canada
75439,USA
50649,USA
70990,Germany
31497,USA
85930,USA
49707,Mexico
84804,USA
97756,USA
92478,Canada
9063,USA
67045,USA
59052,USA
59095,USA
73889,Canada
22135,Germany
31702,USA
65975,Austria
50732,Canada
37753,Austria
82944,USA
71290,Germany
64244,USA
70307,Germany
34606,Mexico
52038,USA
63860,USA
62179,USA
82427,Canada
168,Canada
81953,USA
71114,USA
56384,Canada
92591,USA
81910,USA
31208,Germany
17817,Germany
40266,USA
68149,USA
62926,USA
66316,USA
88572,Germany
41052,Canada
73205,USA
37877,Canada
59486,Germany
8524,USA
62420,Germany
35135,USA
65954,Canada
61393,Mexico
76121,USA
55767,Canada
83270,Canada
38690,Austria
63319,USA
78074,USA
35591,Canada
7515,USA
81032,USA
76412,Canada
52196,USA
41400,USA
64933,Mexico
88248,USA
47495,USA
16781,Canada
28520,Canada
19620,Mexico
63502,USA
43587,USA
28183,Germany
86100,Canada
38211,Germany
57684,USA
26133,Canada
39421,USA
51452,USA
80244,USA
99146,USA
10141,USA
67907,USA
28258,Canada
83157,USA
42277,USA
4800,USA
70232,Canada
5783,Germany
18172,USA
43756,USA
3555,Canada
52854,USA
68646,Germany
50507,Germany
32687,Canada
48807,USA
78879,Mexico
43097,Canada
47142,USA
2525,USA
92647,USA
60016,USA
94504,Canada
47472,Canada
13411,USA
87352,USA
36874,USA
55979,USA
25394,USA
27282,USA
55347,USA
37768,USA
91595,Germany
47470,Mexico
95607,USA
50612,USA
35136,USA
49356,Mexico
5935,USA
85161,Germany
58158,USA
47043,Canada
66391,Mexico
48653,USA
26573,Mexico
26352,USA
19368,Mexico
52974,Germany
19134,Canada
62607,Germany
18599,Germany
1376,Germany
40907,Canada
98827,USA
16800,USA
7347,USA
57377,USA
36227,Austria
51689,Austria
91473,Mexico
308,Germany
23458,USA
83316,USA
46775,USA
45007,USA
8019,Germany
68335,Canada
62046,Germany
68686,Germany
26111,USA
22098,USA
68164,USA
27364,Mexico
54974,Canada
97911,USA
10326,Canada
9375,USA
23475,Canada
77497,USA
52733,Canada
26163,Germany
3282,USA
63729,USA
41730,USA
73656,USA
61031,USA
22440,USA
64567,Canada
96787,Germany
3884,Mexico
87655,Mexico
21495,USA
90134,Germany
33685,USA
91710,USA
83418,Mexico
78447,USA
68725,USA
58758,USA
80899,USA
88467,USA
2884,Germany
31481,USA
18537,USA
64622,USA
45926,USA
8036,USA
72192,USA
46386,USA
19556,Mexico
93459,Germany
31251,Germany
42512,Canada
88562,Canada
94733,USA
89719,Canada
85402,Germany
6570,USA
62692,Canada
81854,Germany
8479,Austria
22812,Germany
1119,USA
50632,Canada
31992,Canada
84123,USA
34654,Austria
75824,USA
34866,Canada
64342,Austria
68938,USA
61200,Canada
41494,USA
5322,USA
88965,Germany
88538,Germany
23165,USA
10541,USA
60100,USA
76047,Germany
49296,USA
83363,USA
26677,USA
83458,Canada
72875,USA
98868,Canada
39684,USA
12521,USA
31358,USA
89715,Germany
37445,USA
18737,USA
99289,Canada
4238,Canada
65148,Germany
97148,Canada
19786,USA
97060,Germany
3421,USA
99340,USA
35497,Mexico
70614,USA
86402,Germany
2225,Canada
82008,USA
17092,USA
7272,USA
94465,USA
14366,USA
13422,Germany
76166,Germany
18776,Germany
83079,Canada
29412,USA
42116,Canada
90133,Germany
90340,USA
32701,USA
35592,Austria
66975,USA
28891,USA
62475,Austria
99071,USA
39819,Germany
34900,USA
86768,Mexico
43774,Austria
80072,Canada
94162,Germany
87963,USA
24868,Canada
71242,USA
64752,Mexico
55304,USA
87677,USA
485,USA
12562,USA
96900,Mexico
50812,USA
42520,Canada
92911,USA
18343,USA
58877,Canada
54423,Germany
48344,USA
22642,Mexico
62025,USA
55586,USA
49539,USA
77894,Canada
12703,USA
97192,Germany
7665,USA
51996,USA
51466,Austria
26587,Mexico
60317,Germany
55682,USA
88800,USA
79253,USA
36665,Germany
13900,USA
94154,USA
65020,Germany
72033,USA
60530,Canada
59860,USA
55672,USA
59380,Germany
85283,USA
49835,USA
88125,Mexico
18070,Canada
97673,USA
22278,USA
45829,Canada
27977,Canada
35170,Mexico
32574,Canada
54366,Canada
86557,USA
26246,Germany
78962,Canada
38462,Canada
85520,Mexico
90023,USA
84873,USA
25177,USA
33591,Canada
82119,Canada
25003,Germany
47981,USA
50781,USA
66455,Canada
47608,USA
51887,USA
7102,Germany
94768,USA
817,USA
90417,USA
54917,USA
583,Germany
96339,Canada
54797,USA
7237,USA
45910,USA
58842,Mexico
32216,USA
18757,USA
60504,USA
89862,USA
56661,Germany
52167,Canada
40243,USA
72171,Germany
24839,Canada
96379,USA
38219,USA
33394,USA
66546,Germany
30021,USA
82196,Canada
86215,USA
72868,USA
68163,USA
35696,Canada
37339,Mexico
98600,Mexico
31073,USA
36984,USA
95107,USA
54785,Austria
60495,USA
67954,USA
99716,USA
68775,USA
13720,Canada
34461,USA
22607,USA
89893,Mexico
53806,USA
58897,Canada
66153,USA
30581,Germany
2926,USA
43824,Canada
85586,Canada
58747,Germany
45922,USA
13351,Canada
6039,Mexico
9223,Germany
94394,USA
71019,Germany
27105,USA
48791,USA
2481,USA
89868,Germany
48919,USA
12909,USA
64193,USA
95853,Canada
37007,USA
20471,Germany
27643,USA
37670,USA
10160,USA
67514,USA
21578,Canada
12185,Germany
6092,USA
79314,Canada
3923,USA
44192,USA
30159,USA
97649,USA
68240,USA
19912,USA
78803,USA
48454,Austria
96425,USA
87505,USA
46292,Germany
33324,USA
93683,Germany
96711,USA
6049,Germany
37834,USA
2385,Canada
32187,USA
74642,USA
49474,Germany
4915,USA
4042,Austria
83235,Germany
42580,Canada
39709,Germany
47928,Canada
55431,Austria
3755,Canada
61852,USA
63130,Germany
59754,Germany
60268,Canada
13384,Germany
34747,Canada
42891,USA
8835,Mexico
463,USA
48227,USA
82221,USA
89792,USA
70273,USA
55754,USA
80029,Germany
88443,USA
69355,Canada
63838,USA
33656,Canada
25302,USA
22507,USA
99944,Mexico
84666,Canada
72061,Germany
31742,Canada
3354,USA
87093,USA
4712,USA
38960,USA
78731,USA
6923,USA
45470,USA
93504,USA
54344,USA
83908,USA
69259,USA
12776,USA
68294,USA
37526,USA
12177,Canada
99532,USA
65512,Germany
60292,Germany
25939,USA
9005,USA
92678,Germany
73411,USA
47458,Canada
77133,Austria
89164,USA
6495,Canada
99756,USA
42025,USA
37090,USA
24500,USA
81946,USA
48103,USA
1640,Germany
76531,USA
27061,USA
71013,USA
43973,USA
95640,USA
83882,USA
58603,USA
37195,Canada
47274,Canada
14877,Germany
86114,USA
20840,USA
12497,Germany
45781,Canada
46962,Canada
84331,Canada
5064,USA
89303,USA
53987,Mexico
12613,USA
27376,USA
89235,Canada
82590,USA
70346,USA
72985,Mexico
44153,USA
44291,Germany
28930,Canada
5280,Canada
85067,USA
75160,USA
73843,Austria
46503,USA
9392,USA
36706,USA
70995,Austria
90371,USA
75041,Canada
58395,Mexico
67525,USA
62254,USA
11217,Germany
38829,USA
87827,Germany
91316,USA
6356,USA
34264,Mexico
28129,USA
82204,USA
85254,Canada
85068,Austria
46544,USA
38845,Germany
75558,Germany
30189,USA
3239,USA
88553,USA
2670,Germany
32269,USA
92578,USA
21188,USA
26326,Canada
84567,Germany
90387,USA
60798,USA
86307,USA
35917,Canada
82677,USA
2498,Mexico
71466,Mexico
13596,Canada
78695,USA
89124,USA
66943,USA
2127,USA
87780,Canada
26390,USA
30995,USA
62105,Canada
42397,USA
4690,Canada
86839,Canada
19604,USA
72886,Germany
32757,USA
11803,Austria
70608,USA
84402,Canada
34421,Germany
64823,USA
51102,USA
87533,Germany
34095,USA
37232,USA
90850,USA
53458,USA
8822,USA
39265,USA
43578,USA
92030,Canada
95510,USA
96954,USA
96720,USA
57722,Germany
74227,USA
80887,Canada
9708,Mexico
81739,USA
45936,USA
43282,Germany
96038,USA
93173,USA
41895,Germany
47381,Canada
64297,USA
30659,Canada
33038,USA
22602,USA
39992,USA
7558,USA
92245,USA
25523,USA
28495,USA
71875,Germany
69232,Mexico
35480,Mexico
16285,USA
812,USA
88090,Canada
69180,USA
23774,USA
49087,Germany
91357,USA
20398,Canada
58983,Canada
29526,USA
64759,Canada
80547,USA
29377,USA
72946,Canada
24081,Canada
60514,USA
27155,Canada
24848,USA
32170,Mexico
84280,Austria
71301,Canada
80645,Germany
9079,Mexico
62615,USA
75928,Mexico
21860,Germany
70358,USA
34731,USA
57994,USA
87147,Austria
75884,Mexico
83150,Mexico
7175,USA
91736,USA
70807,USA
2430,Germany
70963,Germany
58417,USA
15373,USA
79687,USA
55276,USA
96257,USA
77958,Canada
60322,USA
85119,USA
17255,Canada
68295,Germany
32500,Germany
37774,USA
54870,Germany
49793,USA
3192,USA
95142,Germany
8566,USA
18089,USA
36357,Germany
73158,USA
80206,USA
94609,Germany
15323,USA
79282,Canada
66589,Canada
91354,Mexico
22260,USA
7862,USA
11512,USA
54563,USA
44439,Canada
74616,USA
45218,USA
43185,Germany
73658,Germany
1011,USA
32694,USA
33418,Canada
27078,Mexico
30535,Mexico
71204,Germany
17610,Mexico
73857,USA
47440,Canada
96210,Canada
76108,Canada
62365,USA
64178,Germany
81062,USA
22851,USA
99753,USA
64345,USA
97830,USA
82727,USA
32033,USA
91703,USA
14422,Canada
67009,USA
62410,Germany
80390,Mexico
90571,USA
87971,Mexico
3729,Canada
59919,USA
91664,USA
2216,USA
44958,Mexico
23572,Mexico
97207,USA
56305,USA
5794,Mexico
72724,Mexico
67537,Canada
46025,USA
93402,Canada
91503,USA
89141,USA
28397,USA
7585,USA
10412,USA
32923,Mexico
84136,USA
48661,Germany
50356,USA
71279,USA
35430,Canada
96232,Germany
77192,USA
63497,USA
76962,USA
35208,USA
39637,Germany
88445,Germany
80977,USA
89354,Germany
49240,USA
60883,Mexico
17195,USA
47648,USA
67918,USA
54273,Canada
87245,USA
47143,Mexico
61179,Mexico
24785,Germany
47300,Mexico
80136,USA
97873,Austria
580,Canada
49448,Germany
64042,USA
63442,USA
86110,USA
67630,USA
89042,USA
83414,USA
4331,Canada
72709,USA
80955,USA
31474,USA
32580,USA
28674,USA
38846,Mexico
15216,USA
10343,USA
67862,USA
10615,Mexico
97318,Canada
81656,Germany
86967,Mexico
59104,USA
55909,USA
63308,Germany
29318,Germany
76150,USA
60024,Germany
8133,USA
86143,Mexico
27806,USA
17735,Canada
57050,Germany
33620,USA
28042,Germany
54014,USA
55749,Germany
74435,Germany
95101,Canada
73854,Germany
77056,Germany
74210,Germany
25836,Germany
35108,USA
59293,Mexico
93515,Mexico
38617,USA
4751,USA
25319,Canada
53679,Canada
71616,USA
71243,USA
82893,Germany
34280,Austria
30922,Germany
25124,USA
20973,Mexico
95294,USA
21280,Canada
67878,Mexico
85693,USA
54775,USA
87816,USA
4184,USA
47064,USA
75034,USA
73668,Canada
52262,Canada
46801,USA
3283,Canada
82536,Canada
70566,USA
58686,USA
39423,Canada
94865,USA
10282,Austria
76571,USA
52405,Canada
70967,USA
12242,USA
21606,USA
79994,USA
59164,USA
18276,Canada
5641,Canada
13086,USA
92089,USA
15465,USA
40597,USA
66697,USA
68337,Canada
77206,USA
43908,USA
37993,Canada
89299,Austria
27450,Austria
17260,USA
70467,Germany
45758,USA
54494,Canada
38273,Canada
76179,USA
4105,USA
9991,Germany
59877,USA
2213,USA
35846,USA
35543,USA
34945,Mexico
29416,USA
873,Mexico
53619,Canada
29733,Canada
15730,USA
52616,USA
88900,USA
44955,Germany
40070,USA
78279,Germany
27930,USA
39221,USA
87978,Germany
7368,USA
67659,USA
50801,Mexico
87180,USA
32878,USA
24540,USA
72948,USA
62261,Germany
87447,USA
52712,Mexico
56293,Canada
70586,USA
86690,USA
94242,USA
43626,USA
30785,USA
45366,USA
62914,Canada
64133,Canada
15511,Canada
44539,USA
99156,Germany
56085,Canada
62333,USA
86444,Mexico
21805,Germany
46208,USA
95565,USA
45119,Canada
63282,USA
53344,USA
6408,USA
57232,Germany
70707,Canada
58915,USA
25926,Austria
61408,Canada
42019,Canada
3930,USA
63537,USA
11453,USA
20765,Germany
4620,Germany
32934,Germany
93249,USA
62382,USA
22066,Canada
73213,Canada
27220,USA
49436,Canada
41539,Canada
55579,USA
7151,USA
86731,Mexico
50996,USA
50200,USA
87713,USA
48846,Canada
37661,USA
62054,USA
5205,Canada
26151,Canada
90348,USA
85201,Mexico
22104,USA
91508,Mexico
7176,USA
2322,USA
84304,USA
97026,Austria
43122,USA
15228,USA
82670,USA
50749,USA
78626,Mexico
96,USA
11757,USA
76296,Germany
59387,USA
43920,USA
91136,Canada
80165,Canada
34616,Mexico
16942,Germany
1270,Mexico
91565,USA
64727,USA
28852,Germany
89065,Canada
11417,USA
97650,Mexico
23115,USA
9336,USA
73120,Germany
38858,USA
83204,USA
55303,Canada
63659,USA
87522,USA
98503,USA
67216,USA
14555,USA
86656,USA
99074,Canada
1623,Mexico
78081,Germany
41570,Mexico
67265,USA
74291,USA
61740,USA
31142,USA
64366,Canada
80558,USA
90752,Canada
11944,USA
19120,USA
38784,Mexico
17147,USA
95237,USA
52782,USA
309,Germany
76938,USA
45888,USA
24173,USA
86677,USA
40828,Germany
38455,USA
42067,Germany
56843,Austria
96353,USA
58560,USA
59866,Germany
55681,USA
96333,USA
2118,USA
26224,USA
70576,Germany
76448,Canada
34573,Austria
74875,Germany
87350,Mexico
68838,USA
18507,Germany
64241,USA
68315,USA
33171,USA
12034,Canada
89034,USA
34432,USA
18031,USA
74789,USA
72898,USA
62218,Canada
92044,USA
16941,Canada
97268,USA
1494,USA
55011,USA
35878,Germany
3034,USA
82824,USA
64968,Canada
35227,Mexico
48284,Mexico
77299,Canada
67800,Canada
50473,Germany
74800,Mexico
35751,Canada
83114,Mexico
28704,Austria
98529,USA
72025,Mexico
40795,Mexico
1830,USA
67477,Mexico
80602,Germany
15967,USA
32526,Germany
66948,Canada
3504,USA
58841,USA
35436,Germany
10163,USA
81972,USA
25871,Germany
92486,Germany
18158,Germany
91532,Austria
85762,Canada
77288,Germany
23806,Canada
77536,USA
25745,USA
75778,Mexico
98417,Germany
42684,Germany
29621,USA
44627,USA
17233,Canada
23196,Germany
54406,USA
26842,USA
30509,Canada
48596,USA
82101,Canada
50392,Germany
4860,USA
32455,USA
33193,USA
57894,USA
97634,Germany
18009,Germany
38553,USA
83167,USA
79078,Mexico
5362,USA
92277,USA
38355,USA
56015,Mexico
31288,USA
29157,USA
96071,Mexico
24210,Mexico
34864,USA
44856,Canada
33250,Germany
7491,USA
41345,Canada
82749,USA
26454,USA
91306,Mexico
9685,Canada
66639,Canada
41559,Canada
16767,USA
67624,USA
55460,USA
97332,USA
80420,Germany
13286,Germany
91239,Canada
55153,Germany
75349,USA
45981,Canada
51685,USA
23258,USA
71191,USA
74485,USA
50518,USA
69720,USA
69912,Austria
82202,USA
77043,USA
93911,Germany
56288,USA
23027,USA
52870,USA
93105,Mexico
29352,USA
31304,Canada
75994,USA
67884,USA
26077,USA
27377,Germany
86532,USA
86623,USA
14044,USA
86680,USA
43525,Mexico
53841,Canada
73109,Germany
8220,USA
56561,USA
32512,Austria
65317,Germany
17824,USA
2102,USA
52406,USA
77881,Austria
44798,Germany
23704,USA
87509,Canada
58952,USA
82716,Austria
86354,USA
58708,USA
11140,USA
15898,Mexico
10178,Canada
95121,USA
81831,Germany
62869,Canada
49729,Mexico
94261,USA
64913,Germany
59629,USA
54173,USA
32182,USA
25381,Germany
67731,USA
62302,USA
93575,Canada
13710,Canada
87066,Germany
46365,USA
50577,USA
84863,Mexico
21813,USA
48472,USA
21396,USA
81769,Germany
33673,USA
20487,USA
81636,Mexico
98658,USA
38533,Germany
65500,USA
73887,USA
99038,USA
32846,Germany
32112,Germany
51012,USA
13987,USA
37810,USA
63857,USA
82857,USA
12615,USA
99835,USA
48050,Canada
26120,USA
40832,USA
98401,Canada
54083,USA
85118,USA
37959,Germany
3890,USA
55697,Mexico
83264,Canada
88534,USA
46285,Germany
39317,Mexico
6634,Mexico
54829,USA
99423,Germany
54613,Austria
90767,Germany
96934,Canada
71190,Austria
48657,USA
27592,Canada
42128,Canada
80834,Germany
84964,Germany
75446,USA
38702,USA
20777,Canada
97111,USA
28384,Germany
81949,USA
10622,USA
33312,USA
23022,Mexico
64854,Canada
47287,Canada
87640,Germany
65218,USA
52946,Germany
46669,USA
92978,USA
98833,Germany
87599,USA
15885,USA
5136,Mexico
62493,Mexico
72984,USA
13316,USA
58972,USA
5554,USA
71434,USA
95772,Canada
79128,USA
22012,Canada
98642,USA
9893,USA
44485,USA
97369,USA
80411,Mexico
11202,Germany
55867,USA
40274,Germany
69216,USA
31314,USA
50291,Germany
108,Canada
62069,Germany
53661,USA
92346,USA
23471,USA
74489,USA
37764,USA
81181,Germany
99263,Germany
54247,USA
69742,USA
74343,USA
22236,Mexico
87800,Germany
83688,USA
79482,USA
36552,USA
5898,USA
39438,Canada
35564,Germany
24120,USA
18061,Austria
36144,USA
2203,USA
67215,Germany
51613,USA
53614,USA
35116,Germany
63190,Germany
79504,Germany
14089,USA
10069,Canada
44144,USA
81808,Germany
84214,USA
60483,USA
80217,Canada
81799,Canada
2397,Canada
92252,USA
5618,USA
52913,USA
26950,Canada
58854,USA
33720,USA
15510,USA
33945,USA
8476,Canada
26033,Austria
53140,USA
56433,USA
42476,Germany
73616,USA
1928,Canada
46789,USA
76854,USA
33306,Canada
73705,USA
52185,USA
78116,Canada
87422,Canada
46089,USA
94561,USA
87678,USA
8595,USA
17408,Canada
78487,USA
69692,USA
52090,USA
94942,USA
78179,Canada
15934,USA
59893,Austria
45422,Austria
89486,Mexico
35833,Germany
14143,USA
52975,USA
26967,Canada
35033,USA
29587,Canada
88929,USA
25721,USA
62112,USA
27747,USA
11640,Canada
55127,Canada
39036,USA
24388,USA
30967,USA
32683,USA
42655,USA
78944,USA
17964,USA
42022,Mexico
75876,USA
28476,USA
71026,USA
66932,USA
75167,Mexico
5465,Mexico
55224,USA
10553,USA
55801,Germany
74356,USA
7372,Austria
70583,USA
9680,USA
40460,USA
42464,USA
87410,Germany
58087,Germany
93271,Germany
1538,USA
34427,Germany
15622,USA
18256,Germany
53197,USA
70383,USA
17360,Canada
12347,USA
19635,Canada
40355,Austria
24147,USA
73386,Canada
63954,USA
85855,USA
42788,USA
70401,Mexico
97449,Canada
67717,USA
35257,USA
63658,USA
2088,Canada
7120,Canada
26079,Canada
18254,USA
38864,Canada
74021,USA
94051,Germany
24777,Canada
26142,USA
69745,Germany
52031,USA
71846,Canada
61158,USA
66157,USA
19222,Canada
97372,Canada
78872,USA
39815,USA
191,Canada
46814,Canada
18906,Austria
27666,USA
90147,Canada
59058,Mexico
28874,USA
73489,USA
91527,USA
85564,USA
45511,USA
47387,Mexico
52138,USA
64106,Canada
3073,USA
48520,Austria
30137,Canada
12705,USA
17841,USA
29180,Mexico
54361,USA
88044,USA
32306,USA
2356,Mexico
16156,USA
47906,USA
50758,USA
37732,USA
34379,USA
98174,USA
40808,Canada
38443,Canada
96938,USA
44879,Germany
58710,USA
21869,USA
69617,USA
43048,USA
37187,USA
44276,USA
37698,Mexico
58816,Germany
55714,USA
14402,USA
41244,Germany
70065,USA
47291,Canada
10762,USA
72420,Mexico
52803,Canada
29079,Canada
36356,Germany
93823,USA
61361,USA
39938,Germany
79287,Germany
73666,USA
15482,Mexico
2061,USA
19494,Canada
88259,Canada
48787,Canada
73837,Canada
89494,USA
13448,Mexico
49049,USA
99883,USA
63786,Germany
37152,USA
16542,USA
62930,USA
85423,Germany
93551,Mexico
57295,USA
69739,USA
26461,USA
45336,Canada
37906,USA
65852,USA
56174,USA
99974,Germany
24433,USA
45258,Germany
80521,Canada
4420,USA
21476,Mexico
83128,Austria
7626,Canada
26145,Canada
68197,USA
18017,Germany
39937,USA
37638,Germany
7215,USA
96359,USA
48624,USA
59973,USA
93244,USA
10784,USA
5155,USA
5536,USA
74926,Canada
32019,USA
18377,USA
49942,USA
14542,USA
56314,USA
12508,Canada
92388,Germany
44884,USA
14947,USA
60739,USA
89200,USA
4729,USA
62013,USA
55720,USA
75877,USA
54674,USA
55929,USA
66408,Canada
36963,Austria
23838,USA
64983,USA
40659,USA
63142,USA
89407,USA
96994,USA
712,USA
1797,Canada
77406,USA
5787,Germany
31993,Germany
84946,Canada
34365,USA
50229,Austria
95109,USA
26,Canada
46541,USA
65635,USA
90293,USA
29547,USA
34492,Mexico
9727,Canada
17972,USA
34099,USA
71380,USA
27866,Mexico
50859,USA
39440,USA
46071,USA
25754,USA
49987,Mexico
17754,Austria
40310,USA
51861,Austria
61295,USA
31144,Mexico
85611,Mexico
24949,USA
32021,USA
67806,USA
49373,Mexico
10122,Germany
89011,USA
3716,Canada
60807,Mexico
21375,Germany
3901,Canada
71006,USA
85689,Canada
32203,Mexico
8704,USA
40150,Mexico
11484,USA
85761,USA
50906,USA
83027,USA
98236,USA
2184,Germany
23428,Germany
20820,Germany
20790,USA
72442,USA
94376,USA
38451,Canada
