GEO,GRADE,SEX,NUM,YEAR
Newfoundland and Labrador,Grade 8,Males,2949,2006
Newfoundland and Labrador,Grade 8,Males,2949,2007
Newfoundland and Labrador,Grade 8,Males,2790,2008
Newfoundland and Labrador,Grade 8,Males,2856,2009
Newfoundland and Labrador,Grade 8,Males,2751,2010
Newfoundland and Labrador,Grade 8,Males,2709,2011
Newfoundland and Labrador,Grade 8,Males,2649,2012
Newfoundland and Labrador,Grade 8,Males,2748,2013
Newfoundland and Labrador,Grade 8,Females,4086,1997
Newfoundland and Labrador,Grade 8,Females,3936,1998
Newfoundland and Labrador,Grade 8,Females,3633,1999
Newfoundland and Labrador,Grade 8,Females,3654,2000
Newfoundland and Labrador,Grade 8,Females,3384,2001
Newfoundland and Labrador,Grade 8,Females,3498,2002
Newfoundland and Labrador,Grade 8,Females,3528,2003
Newfoundland and Labrador,Grade 8,Females,3195,2004
Newfoundland and Labrador,Grade 8,Females,3033,2005
Newfoundland and Labrador,Grade 8,Females,2829,2006
Newfoundland and Labrador,Grade 8,Females,2754,2007
Newfoundland and Labrador,Grade 8,Females,2724,2008
Newfoundland and Labrador,Grade 8,Females,2634,2009
Newfoundland and Labrador,Grade 8,Females,2640,2010
Newfoundland and Labrador,Grade 8,Females,2607,2011
Newfoundland and Labrador,Grade 8,Females,2664,2012
Newfoundland and Labrador,Grade 8,Females,2478,2013
Newfoundland and Labrador,Grade 9,Both sexes,8568,1997
Newfoundland and Labrador,Grade 9,Both sexes,8397,1998
Newfoundland and Labrador,Grade 9,Both sexes,8061,1999
Newfoundland and Labrador,Grade 9,Both sexes,7542,2000
Newfoundland and Labrador,Grade 9,Both sexes,7194,2001
Newfoundland and Labrador,Grade 9,Both sexes,6891,2002
Newfoundland and Labrador,Grade 9,Both sexes,6957,2003
Newfoundland and Labrador,Grade 9,Both sexes,7134,2004
Newfoundland and Labrador,Grade 9,Both sexes,6624,2005
Newfoundland and Labrador,Grade 9,Both sexes,6264,2006
Newfoundland and Labrador,Grade 9,Both sexes,5727,2007
Newfoundland and Labrador,Grade 9,Both sexes,5733,2008
Newfoundland and Labrador,Grade 9,Both sexes,5556,2009
Newfoundland and Labrador,Grade 9,Both sexes,5529,2010
Newfoundland and Labrador,Grade 9,Both sexes,5385,2011
Newfoundland and Labrador,Grade 9,Both sexes,5337,2012
Newfoundland and Labrador,Grade 9,Both sexes,5310,2013
Newfoundland and Labrador,Grade 9,Males,4404,1997
Newfoundland and Labrador,Grade 9,Males,4377,1998
Newfoundland and Labrador,Grade 9,Males,4176,1999
Newfoundland and Labrador,Grade 9,Males,3897,2000
Newfoundland and Labrador,Grade 9,Males,3648,2001
Newfoundland and Labrador,Grade 9,Males,3594,2002
Newfoundland and Labrador,Grade 9,Males,3567,2003
Newfoundland and Labrador,Grade 9,Males,3624,2004
Newfoundland and Labrador,Grade 9,Males,3432,2005
Newfoundland and Labrador,Grade 9,Males,3234,2006
Newfoundland and Labrador,Grade 9,Males,2904,2007
Newfoundland and Labrador,Grade 9,Males,2967,2008
Newfoundland and Labrador,Grade 9,Males,2817,2009
Newfoundland and Labrador,Grade 9,Males,2871,2010
Newfoundland and Labrador,Grade 9,Males,2745,2011
Newfoundland and Labrador,Grade 9,Males,2730,2012
Newfoundland and Labrador,Grade 9,Males,2664,2013
Newfoundland and Labrador,Grade 9,Females,4167,1997
Newfoundland and Labrador,Grade 9,Females,4020,1998
Newfoundland and Labrador,Grade 9,Females,3882,1999
Newfoundland and Labrador,Grade 9,Females,3645,2000
Newfoundland and Labrador,Grade 9,Females,3549,2001
Newfoundland and Labrador,Grade 9,Females,3300,2002
Newfoundland and Labrador,Grade 9,Females,3390,2003
Newfoundland and Labrador,Grade 9,Females,3513,2004
Newfoundland and Labrador,Grade 9,Females,3192,2005
Newfoundland and Labrador,Grade 9,Females,3030,2006
Newfoundland and Labrador,Grade 9,Females,2820,2007
Newfoundland and Labrador,Grade 9,Females,2766,2008
Newfoundland and Labrador,Grade 9,Females,2739,2009
Newfoundland and Labrador,Grade 9,Females,2658,2010
Newfoundland and Labrador,Grade 9,Females,2640,2011
Newfoundland and Labrador,Grade 9,Females,2604,2012
Newfoundland and Labrador,Grade 9,Females,2646,2013
Newfoundland and Labrador,Grade 10,Both sexes,8718,1997
Newfoundland and Labrador,Grade 10,Both sexes,8646,1998
Newfoundland and Labrador,Grade 10,Both sexes,8331,1999
Newfoundland and Labrador,Grade 10,Both sexes,8043,2000
Newfoundland and Labrador,Grade 10,Both sexes,7566,2001
Newfoundland and Labrador,Grade 10,Both sexes,7296,2002
Newfoundland and Labrador,Grade 10,Both sexes,7017,2003
Newfoundland and Labrador,Grade 10,Both sexes,7125,2004
Newfoundland and Labrador,Grade 10,Both sexes,7224,2005
Newfoundland and Labrador,Grade 10,Both sexes,6780,2006
Newfoundland and Labrador,Grade 10,Both sexes,6516,2007
Newfoundland and Labrador,Grade 10,Both sexes,6033,2008
Newfoundland and Labrador,Grade 10,Both sexes,5991,2009
Newfoundland and Labrador,Grade 10,Both sexes,5775,2010
Newfoundland and Labrador,Grade 10,Both sexes,5694,2011
Newfoundland and Labrador,Grade 10,Both sexes,5601,2012
Newfoundland and Labrador,Grade 10,Both sexes,5547,2013
Newfoundland and Labrador,Grade 10,Males,4404,1997
Newfoundland and Labrador,Grade 10,Males,4449,1998
Newfoundland and Labrador,Grade 10,Males,4341,1999
Newfoundland and Labrador,Grade 10,Males,4152,2000
Newfoundland and Labrador,Grade 10,Males,3894,2001
Newfoundland and Labrador,Grade 10,Males,3699,2002
Newfoundland and Labrador,Grade 10,Males,3636,2003
Newfoundland and Labrador,Grade 10,Males,3654,2004
Newfoundland and Labrador,Grade 10,Males,3702,2005
Newfoundland and Labrador,Grade 10,Males,3543,2006
Newfoundland and Labrador,Grade 10,Males,3405,2007
Newfoundland and Labrador,Grade 10,Males,3087,2008
Newfoundland and Labrador,Grade 10,Males,3117,2009
Newfoundland and Labrador,Grade 10,Males,2937,2010
Newfoundland and Labrador,Grade 10,Males,2964,2011
Newfoundland and Labrador,Grade 10,Males,2901,2012
Newfoundland and Labrador,Grade 10,Males,2844,2013
Newfoundland and Labrador,Grade 10,Females,4314,1997
Newfoundland and Labrador,Grade 10,Females,4200,1998
Newfoundland and Labrador,Grade 10,Females,3990,1999
Newfoundland and Labrador,Grade 10,Females,3891,2000
Newfoundland and Labrador,Grade 10,Females,3669,2001
Newfoundland and Labrador,Grade 10,Females,3597,2002
Newfoundland and Labrador,Grade 10,Females,3381,2003
Newfoundland and Labrador,Grade 10,Females,3474,2004
Newfoundland and Labrador,Grade 10,Females,3522,2005
Newfoundland and Labrador,Grade 10,Females,3237,2006
Newfoundland and Labrador,Grade 10,Females,3111,2007
Newfoundland and Labrador,Grade 10,Females,2946,2008
Newfoundland and Labrador,Grade 10,Females,2871,2009
Newfoundland and Labrador,Grade 10,Females,2835,2010
Newfoundland and Labrador,Grade 10,Females,2733,2011
Newfoundland and Labrador,Grade 10,Females,2700,2012
Newfoundland and Labrador,Grade 10,Females,2703,2013
Newfoundland and Labrador,Grade 11,Both sexes,8388,1997
Newfoundland and Labrador,Grade 11,Both sexes,8376,1998
Newfoundland and Labrador,Grade 11,Both sexes,8163,1999
Newfoundland and Labrador,Grade 11,Both sexes,7938,2000
Newfoundland and Labrador,Grade 11,Both sexes,7572,2001
Newfoundland and Labrador,Grade 11,Both sexes,7257,2002
Newfoundland and Labrador,Grade 11,Both sexes,6918,2003
Newfoundland and Labrador,Grade 11,Both sexes,6618,2004
Newfoundland and Labrador,Grade 11,Both sexes,6669,2005
Newfoundland and Labrador,Grade 11,Both sexes,6795,2006
Newfoundland and Labrador,Grade 11,Both sexes,6387,2007
Newfoundland and Labrador,Grade 11,Both sexes,6132,2008
Newfoundland and Labrador,Grade 11,Both sexes,5766,2009
Newfoundland and Labrador,Grade 11,Both sexes,5811,2010
Newfoundland and Labrador,Grade 11,Both sexes,5613,2011
Newfoundland and Labrador,Grade 11,Both sexes,5559,2012
Newfoundland and Labrador,Grade 11,Both sexes,5517,2013
Newfoundland and Labrador,Grade 11,Males,4257,1997
Newfoundland and Labrador,Grade 11,Males,4209,1998
Newfoundland and Labrador,Grade 11,Males,4176,1999
Newfoundland and Labrador,Grade 11,Males,4083,2000
Newfoundland and Labrador,Grade 11,Males,3882,2001
Newfoundland and Labrador,Grade 11,Males,3705,2002
Newfoundland and Labrador,Grade 11,Males,3471,2003
Newfoundland and Labrador,Grade 11,Males,3402,2004
Newfoundland and Labrador,Grade 11,Males,3393,2005
Newfoundland and Labrador,Grade 11,Males,3453,2006
Newfoundland and Labrador,Grade 11,Males,3264,2007
Newfoundland and Labrador,Grade 11,Males,3165,2008
Newfoundland and Labrador,Grade 11,Males,2925,2009
Newfoundland and Labrador,Grade 11,Males,3000,2010
Newfoundland and Labrador,Grade 11,Males,2832,2011
Newfoundland and Labrador,Grade 11,Males,2865,2012
Newfoundland and Labrador,Grade 11,Males,2835,2013
Newfoundland and Labrador,Grade 11,Females,4131,1997
Newfoundland and Labrador,Grade 11,Females,4164,1998
Newfoundland and Labrador,Grade 11,Females,3987,1999
Newfoundland and Labrador,Grade 11,Females,3855,2000
Newfoundland and Labrador,Grade 11,Females,3687,2001
Newfoundland and Labrador,Grade 11,Females,3552,2002
Newfoundland and Labrador,Grade 11,Females,3447,2003
Newfoundland and Labrador,Grade 11,Females,3216,2004
Newfoundland and Labrador,Grade 11,Females,3279,2005
Newfoundland and Labrador,Grade 11,Females,3342,2006
Newfoundland and Labrador,Grade 11,Females,3123,2007
Newfoundland and Labrador,Grade 11,Females,2967,2008
Newfoundland and Labrador,Grade 11,Females,2841,2009
Newfoundland and Labrador,Grade 11,Females,2811,2010
Newfoundland and Labrador,Grade 11,Females,2781,2011
Newfoundland and Labrador,Grade 11,Females,2691,2012
Newfoundland and Labrador,Grade 11,Females,2682,2013
Newfoundland and Labrador,Grade 12,Both sexes,8064,1997
Newfoundland and Labrador,Grade 12,Both sexes,9231,1998
Newfoundland and Labrador,Grade 12,Both sexes,9084,1999
Newfoundland and Labrador,Grade 12,Both sexes,8535,2000
Newfoundland and Labrador,Grade 12,Both sexes,8424,2001
Newfoundland and Labrador,Grade 12,Both sexes,8160,2002
Newfoundland and Labrador,Grade 12,Both sexes,7845,2003
Newfoundland and Labrador,Grade 12,Both sexes,7644,2004
Newfoundland and Labrador,Grade 12,Both sexes,7179,2005
Newfoundland and Labrador,Grade 12,Both sexes,7131,2006
Newfoundland and Labrador,Grade 12,Both sexes,7041,2007
Newfoundland and Labrador,Grade 12,Both sexes,6732,2008
Newfoundland and Labrador,Grade 12,Both sexes,6582,2009
Newfoundland and Labrador,Grade 12,Both sexes,6222,2010
Newfoundland and Labrador,Grade 12,Both sexes,6135,2011
Newfoundland and Labrador,Grade 12,Both sexes,6006,2012
Newfoundland and Labrador,Grade 12,Both sexes,5934,2013
Newfoundland and Labrador,Grade 12,Males,3960,1997
Newfoundland and Labrador,Grade 12,Males,4800,1998
Newfoundland and Labrador,Grade 12,Males,4650,1999
Newfoundland and Labrador,Grade 12,Males,4353,2000
Newfoundland and Labrador,Grade 12,Males,4410,2001
Newfoundland and Labrador,Grade 12,Males,4245,2002
Newfoundland and Labrador,Grade 12,Males,4044,2003
Newfoundland and Labrador,Grade 12,Males,3867,2004
Newfoundland and Labrador,Grade 12,Males,3672,2005
Newfoundland and Labrador,Grade 12,Males,3645,2006
Newfoundland and Labrador,Grade 12,Males,3603,2007
Newfoundland and Labrador,Grade 12,Males,3468,2008
Newfoundland and Labrador,Grade 12,Males,3441,2009
Newfoundland and Labrador,Grade 12,Males,3195,2010
Newfoundland and Labrador,Grade 12,Males,3183,2011
Newfoundland and Labrador,Grade 12,Males,3087,2012
Newfoundland and Labrador,Grade 12,Males,3093,2013
Newfoundland and Labrador,Grade 12,Females,4104,1997
Newfoundland and Labrador,Grade 12,Females,4434,1998
Newfoundland and Labrador,Grade 12,Females,4434,1999
Newfoundland and Labrador,Grade 12,Females,4179,2000
Newfoundland and Labrador,Grade 12,Females,4014,2001
Newfoundland and Labrador,Grade 12,Females,3915,2002
Newfoundland and Labrador,Grade 12,Females,3801,2003
Newfoundland and Labrador,Grade 12,Females,3777,2004
Newfoundland and Labrador,Grade 12,Females,3507,2005
Newfoundland and Labrador,Grade 12,Females,3489,2006
Newfoundland and Labrador,Grade 12,Females,3438,2007
Newfoundland and Labrador,Grade 12,Females,3264,2008
Newfoundland and Labrador,Grade 12,Females,3141,2009
Newfoundland and Labrador,Grade 12,Females,3030,2010
Newfoundland and Labrador,Grade 12,Females,2952,2011
Newfoundland and Labrador,Grade 12,Females,2922,2012
Newfoundland and Labrador,Grade 12,Females,2844,2013
Newfoundland and Labrador,Ungraded,Both sexes,2184,1997
Newfoundland and Labrador,Ungraded,Both sexes,0,1998
Newfoundland and Labrador,Ungraded,Both sexes,0,1999
Newfoundland and Labrador,Ungraded,Both sexes,0,2000
Newfoundland and Labrador,Ungraded,Both sexes,0,2001
Newfoundland and Labrador,Ungraded,Both sexes,0,2002
Newfoundland and Labrador,Ungraded,Both sexes,0,2003
Newfoundland and Labrador,Ungraded,Both sexes,0,2004
Newfoundland and Labrador,Ungraded,Both sexes,0,2005
Newfoundland and Labrador,Ungraded,Both sexes,0,2006
Newfoundland and Labrador,Ungraded,Both sexes,0,2007
Newfoundland and Labrador,Ungraded,Both sexes,0,2008
Newfoundland and Labrador,Ungraded,Both sexes,0,2009
Newfoundland and Labrador,Ungraded,Both sexes,0,2010
Newfoundland and Labrador,Ungraded,Males,1383,1997
Newfoundland and Labrador,Ungraded,Males,0,1998
Newfoundland and Labrador,Ungraded,Males,0,1999
Newfoundland and Labrador,Ungraded,Males,0,2000
Newfoundland and Labrador,Ungraded,Males,0,2001
Newfoundland and Labrador,Ungraded,Males,0,2002
Newfoundland and Labrador,Ungraded,Males,0,2003
Newfoundland and Labrador,Ungraded,Males,0,2004
Newfoundland and Labrador,Ungraded,Males,0,2005
Newfoundland and Labrador,Ungraded,Males,0,2006
Newfoundland and Labrador,Ungraded,Males,0,2007
Newfoundland and Labrador,Ungraded,Males,0,2008
Newfoundland and Labrador,Ungraded,Males,0,2009
Newfoundland and Labrador,Ungraded,Males,0,2010
Newfoundland and Labrador,Ungraded,Females,804,1997
Newfoundland and Labrador,Ungraded,Females,0,1998
Newfoundland and Labrador,Ungraded,Females,0,1999
Newfoundland and Labrador,Ungraded,Females,0,2000
Newfoundland and Labrador,Ungraded,Females,0,2001
Newfoundland and Labrador,Ungraded,Females,0,2002
Newfoundland and Labrador,Ungraded,Females,0,2003
Newfoundland and Labrador,Ungraded,Females,0,2004
Newfoundland and Labrador,Ungraded,Females,0,2005
Newfoundland and Labrador,Ungraded,Females,0,2006
Newfoundland and Labrador,Ungraded,Females,0,2007
Newfoundland and Labrador,Ungraded,Females,0,2008
Newfoundland and Labrador,Ungraded,Females,0,2009
Newfoundland and Labrador,Ungraded,Females,0,2010
Prince Edward Island,Total grades,Both sexes,24399,1997
Prince Edward Island,Total grades,Both sexes,24147,1998
Prince Edward Island,Total grades,Both sexes,24090,1999
Prince Edward Island,Total grades,Both sexes,23151,2000
Prince Edward Island,Total grades,Both sexes,22842,2001
Prince Edward Island,Total grades,Both sexes,23241,2002
Prince Edward Island,Total grades,Both sexes,22905,2003
Prince Edward Island,Total grades,Both sexes,22395,2004
Prince Edward Island,Total grades,Both sexes,21948,2005
Prince Edward Island,Total grades,Both sexes,21366,2006
Prince Edward Island,Total grades,Both sexes,20811,2007
Prince Edward Island,Total grades,Both sexes,20325,2008
Prince Edward Island,Total grades,Both sexes,19956,2009
Prince Edward Island,Total grades,Both sexes,21162,2010
Prince Edward Island,Total grades,Both sexes,20832,2011
Prince Edward Island,Total grades,Both sexes,20406,2012
Prince Edward Island,Total grades,Both sexes,20133,2013
Prince Edward Island,Total grades,Males,12534,1997
Prince Edward Island,Total grades,Males,12435,1998
Prince Edward Island,Total grades,Males,12408,1999
Prince Edward Island,Total grades,Males,11919,2000
Prince Edward Island,Total grades,Males,11760,2001
Prince Edward Island,Total grades,Males,11964,2002
Prince Edward Island,Total grades,Males,11820,2003
Prince Edward Island,Total grades,Males,11526,2004
Prince Edward Island,Total grades,Males,11382,2005
Prince Edward Island,Total grades,Males,11091,2006
Prince Edward Island,Total grades,Males,10755,2007
Prince Edward Island,Total grades,Males,10509,2008
Prince Edward Island,Total grades,Males,10287,2009
Prince Edward Island,Total grades,Males,10854,2010
Prince Edward Island,Total grades,Males,10689,2011
Prince Edward Island,Total grades,Males,10392,2012
Prince Edward Island,Total grades,Males,10236,2013
Prince Edward Island,Total grades,Females,11862,1997
Prince Edward Island,Total grades,Females,11709,1998
Prince Edward Island,Total grades,Females,11682,1999
Prince Edward Island,Total grades,Females,11235,2000
Prince Edward Island,Total grades,Females,11082,2001
Prince Edward Island,Total grades,Females,11277,2002
Prince Edward Island,Total grades,Females,11085,2003
Prince Edward Island,Total grades,Females,10866,2004
Prince Edward Island,Total grades,Females,10566,2005
Prince Edward Island,Total grades,Females,10275,2006
Prince Edward Island,Total grades,Females,10059,2007
Prince Edward Island,Total grades,Females,9813,2008
Prince Edward Island,Total grades,Females,9669,2009
Prince Edward Island,Total grades,Females,10311,2010
Prince Edward Island,Total grades,Females,10143,2011
Prince Edward Island,Total grades,Females,10014,2012
Prince Edward Island,Total grades,Females,9891,2013
Prince Edward Island,Kindergarten,Both sexes,0,1997
Prince Edward Island,Kindergarten,Both sexes,0,1998
Prince Edward Island,Kindergarten,Both sexes,0,1999
Prince Edward Island,Kindergarten,Both sexes,0,2000
Prince Edward Island,Kindergarten,Both sexes,0,2001
Prince Edward Island,Kindergarten,Both sexes,0,2002
Prince Edward Island,Kindergarten,Both sexes,0,2003
Prince Edward Island,Kindergarten,Both sexes,0,2004
Prince Edward Island,Kindergarten,Both sexes,0,2005
Prince Edward Island,Kindergarten,Both sexes,0,2006
Prince Edward Island,Kindergarten,Both sexes,0,2007
Prince Edward Island,Kindergarten,Both sexes,0,2008
Prince Edward Island,Kindergarten,Both sexes,0,2009
Prince Edward Island,Kindergarten,Both sexes,1410,2010
Prince Edward Island,Kindergarten,Both sexes,1485,2011
Prince Edward Island,Kindergarten,Both sexes,1464,2012
Prince Edward Island,Kindergarten,Both sexes,1539,2013
Prince Edward Island,Kindergarten,Males,0,1997
Prince Edward Island,Kindergarten,Males,0,1998
Prince Edward Island,Kindergarten,Males,0,1999
Prince Edward Island,Kindergarten,Males,0,2000
Prince Edward Island,Kindergarten,Males,0,2001
Prince Edward Island,Kindergarten,Males,0,2002
Prince Edward Island,Kindergarten,Males,0,2003
Prince Edward Island,Kindergarten,Males,0,2004
Prince Edward Island,Kindergarten,Males,0,2005
Prince Edward Island,Kindergarten,Males,0,2006
Prince Edward Island,Kindergarten,Males,0,2007
Prince Edward Island,Kindergarten,Males,0,2008
Prince Edward Island,Kindergarten,Males,0,2009
Prince Edward Island,Kindergarten,Males,696,2010
Prince Edward Island,Kindergarten,Males,777,2011
Prince Edward Island,Kindergarten,Males,714,2012
Prince Edward Island,Kindergarten,Males,786,2013
Prince Edward Island,Kindergarten,Females,0,1997
Prince Edward Island,Kindergarten,Females,0,1998
Prince Edward Island,Kindergarten,Females,0,1999
Prince Edward Island,Kindergarten,Females,0,2000
Prince Edward Island,Kindergarten,Females,0,2001
Prince Edward Island,Kindergarten,Females,0,2002
Prince Edward Island,Kindergarten,Females,0,2003
Prince Edward Island,Kindergarten,Females,0,2004
Prince Edward Island,Kindergarten,Females,0,2005
Prince Edward Island,Kindergarten,Females,0,2006
Prince Edward Island,Kindergarten,Females,0,2007
Prince Edward Island,Kindergarten,Females,0,2008
Prince Edward Island,Kindergarten,Females,0,2009
Prince Edward Island,Kindergarten,Females,711,2010
Prince Edward Island,Kindergarten,Females,705,2011
Prince Edward Island,Kindergarten,Females,747,2012
Prince Edward Island,Kindergarten,Females,753,2013
Prince Edward Island,Grade 1,Both sexes,2031,1997
Prince Edward Island,Grade 1,Both sexes,2001,1998
Prince Edward Island,Grade 1,Both sexes,1914,1999
Prince Edward Island,Grade 1,Both sexes,1665,2000
Prince Edward Island,Grade 1,Both sexes,1734,2001
Prince Edward Island,Grade 1,Both sexes,1716,2002
Prince Edward Island,Grade 1,Both sexes,1626,2003
Prince Edward Island,Grade 1,Both sexes,1473,2004
Prince Edward Island,Grade 1,Both sexes,1458,2005
Prince Edward Island,Grade 1,Both sexes,1419,2006
Prince Edward Island,Grade 1,Both sexes,1296,2007
Prince Edward Island,Grade 1,Both sexes,1410,2008
Prince Edward Island,Grade 1,Both sexes,1512,2009
Prince Edward Island,Grade 1,Both sexes,1626,2010
Prince Edward Island,Grade 1,Both sexes,1410,2011
Prince Edward Island,Grade 1,Both sexes,1470,2012
Prince Edward Island,Grade 1,Both sexes,1470,2013
Prince Edward Island,Grade 1,Males,1044,1997
Prince Edward Island,Grade 1,Males,1032,1998
Prince Edward Island,Grade 1,Males,987,1999
Prince Edward Island,Grade 1,Males,846,2000
Prince Edward Island,Grade 1,Males,897,2001
Prince Edward Island,Grade 1,Males,900,2002
Prince Edward Island,Grade 1,Males,861,2003
Prince Edward Island,Grade 1,Males,732,2004
Prince Edward Island,Grade 1,Males,768,2005
Prince Edward Island,Grade 1,Males,741,2006
Prince Edward Island,Grade 1,Males,657,2007
Prince Edward Island,Grade 1,Males,714,2008
Prince Edward Island,Grade 1,Males,747,2009
Prince Edward Island,Grade 1,Males,834,2010
Prince Edward Island,Grade 1,Males,693,2011
Prince Edward Island,Grade 1,Males,750,2012
Prince Edward Island,Grade 1,Males,705,2013
Prince Edward Island,Grade 1,Females,990,1997
Prince Edward Island,Grade 1,Females,972,1998
Prince Edward Island,Grade 1,Females,927,1999
Prince Edward Island,Grade 1,Females,822,2000
Prince Edward Island,Grade 1,Females,837,2001
Prince Edward Island,Grade 1,Females,816,2002
Prince Edward Island,Grade 1,Females,765,2003
Prince Edward Island,Grade 1,Females,741,2004
Prince Edward Island,Grade 1,Females,693,2005
Prince Edward Island,Grade 1,Females,678,2006
Prince Edward Island,Grade 1,Females,636,2007
Prince Edward Island,Grade 1,Females,696,2008
Prince Edward Island,Grade 1,Females,768,2009
Prince Edward Island,Grade 1,Females,789,2010
Prince Edward Island,Grade 1,Females,717,2011
Prince Edward Island,Grade 1,Females,720,2012
Prince Edward Island,Grade 1,Females,765,2013
Prince Edward Island,Grade 2,Both sexes,2001,1997
Prince Edward Island,Grade 2,Both sexes,1923,1998
Prince Edward Island,Grade 2,Both sexes,1914,1999
Prince Edward Island,Grade 2,Both sexes,1833,2000
Prince Edward Island,Grade 2,Both sexes,1650,2001
Prince Edward Island,Grade 2,Both sexes,1782,2002
Prince Edward Island,Grade 2,Both sexes,1710,2003
Prince Edward Island,Grade 2,Both sexes,1641,2004
Prince Edward Island,Grade 2,Both sexes,1458,2005
Prince Edward Island,Grade 2,Both sexes,1449,2006
Prince Edward Island,Grade 2,Both sexes,1431,2007
Prince Edward Island,Grade 2,Both sexes,1314,2008
Prince Edward Island,Grade 2,Both sexes,1422,2009
Prince Edward Island,Grade 2,Both sexes,1518,2010
Prince Edward Island,Grade 2,Both sexes,1629,2011
Prince Edward Island,Grade 2,Both sexes,1401,2012
Prince Edward Island,Grade 2,Both sexes,1458,2013
Prince Edward Island,Grade 2,Males,1026,1997
Prince Edward Island,Grade 2,Males,990,1998
Prince Edward Island,Grade 2,Males,987,1999
Prince Edward Island,Grade 2,Males,972,2000
Prince Edward Island,Grade 2,Males,840,2001
Prince Edward Island,Grade 2,Males,927,2002
Prince Edward Island,Grade 2,Males,891,2003
Prince Edward Island,Grade 2,Males,870,2004
Prince Edward Island,Grade 2,Males,735,2005
Prince Edward Island,Grade 2,Males,762,2006
Prince Edward Island,Grade 2,Males,741,2007
Prince Edward Island,Grade 2,Males,678,2008
Prince Edward Island,Grade 2,Males,714,2009
Prince Edward Island,Grade 2,Males,756,2010
Prince Edward Island,Grade 2,Males,837,2011
Prince Edward Island,Grade 2,Males,690,2012
Prince Edward Island,Grade 2,Males,750,2013
Prince Edward Island,Grade 2,Females,972,1997
Prince Edward Island,Grade 2,Females,933,1998
Prince Edward Island,Grade 2,Females,927,1999
Prince Edward Island,Grade 2,Females,858,2000
Prince Edward Island,Grade 2,Females,813,2001
Prince Edward Island,Grade 2,Females,855,2002
Prince Edward Island,Grade 2,Females,822,2003
Prince Edward Island,Grade 2,Females,774,2004
Prince Edward Island,Grade 2,Females,723,2005
Prince Edward Island,Grade 2,Females,684,2006
Prince Edward Island,Grade 2,Females,690,2007
Prince Edward Island,Grade 2,Females,636,2008
Prince Edward Island,Grade 2,Females,708,2009
Prince Edward Island,Grade 2,Females,762,2010
Prince Edward Island,Grade 2,Females,795,2011
Prince Edward Island,Grade 2,Females,711,2012
Prince Edward Island,Grade 2,Females,711,2013
Prince Edward Island,Grade 3,Both sexes,2019,1997
Prince Edward Island,Grade 3,Both sexes,1980,1998
Prince Edward Island,Grade 3,Both sexes,1914,1999
Prince Edward Island,Grade 3,Both sexes,1845,2000
Prince Edward Island,Grade 3,Both sexes,1827,2001
Prince Edward Island,Grade 3,Both sexes,1710,2002
Prince Edward Island,Grade 3,Both sexes,1782,2003
Prince Edward Island,Grade 3,Both sexes,1689,2004
Prince Edward Island,Grade 3,Both sexes,1635,2005
Prince Edward Island,Grade 3,Both sexes,1464,2006
Prince Edward Island,Grade 3,Both sexes,1452,2007
Prince Edward Island,Grade 3,Both sexes,1446,2008
Prince Edward Island,Grade 3,Both sexes,1326,2009
Prince Edward Island,Grade 3,Both sexes,1431,2010
Prince Edward Island,Grade 3,Both sexes,1539,2011
Prince Edward Island,Grade 3,Both sexes,1623,2012
Prince Edward Island,Grade 3,Both sexes,1407,2013
Prince Edward Island,Grade 3,Males,1038,1997
Prince Edward Island,Grade 3,Males,1017,1998
Prince Edward Island,Grade 3,Males,987,1999
Prince Edward Island,Grade 3,Males,945,2000
Prince Edward Island,Grade 3,Males,972,2001
Prince Edward Island,Grade 3,Males,870,2002
Prince Edward Island,Grade 3,Males,918,2003
Prince Edward Island,Grade 3,Males,876,2004
Prince Edward Island,Grade 3,Males,864,2005
Prince Edward Island,Grade 3,Males,726,2006
Prince Edward Island,Grade 3,Males,765,2007
Prince Edward Island,Grade 3,Males,747,2008
Prince Edward Island,Grade 3,Males,675,2009
Prince Edward Island,Grade 3,Males,711,2010
Prince Edward Island,Grade 3,Males,765,2011
Prince Edward Island,Grade 3,Males,831,2012
Prince Edward Island,Grade 3,Males,693,2013
Prince Edward Island,Grade 3,Females,984,1997
Prince Edward Island,Grade 3,Females,960,1998
Prince Edward Island,Grade 3,Females,930,1999
Prince Edward Island,Grade 3,Females,897,2000
Prince Edward Island,Grade 3,Females,852,2001
Prince Edward Island,Grade 3,Females,840,2002
Prince Edward Island,Grade 3,Females,864,2003
Prince Edward Island,Grade 3,Females,816,2004
Prince Edward Island,Grade 3,Females,771,2005
Prince Edward Island,Grade 3,Females,735,2006
Prince Edward Island,Grade 3,Females,684,2007
Prince Edward Island,Grade 3,Females,702,2008
Prince Edward Island,Grade 3,Females,651,2009
Prince Edward Island,Grade 3,Females,723,2010
Prince Edward Island,Grade 3,Females,774,2011
Prince Edward Island,Grade 3,Females,789,2012
Prince Edward Island,Grade 3,Females,717,2013
Prince Edward Island,Grade 4,Both sexes,1950,1997
Prince Edward Island,Grade 4,Both sexes,2016,1998
Prince Edward Island,Grade 4,Both sexes,1986,1999
Prince Edward Island,Grade 4,Both sexes,1905,2000
Prince Edward Island,Grade 4,Both sexes,1854,2001
Prince Edward Island,Grade 4,Both sexes,1860,2002
Prince Edward Island,Grade 4,Both sexes,1713,2003
Prince Edward Island,Grade 4,Both sexes,1797,2004
